# COSI2 B0 scan
# time 2024-09-10 10:16:08.266727
# MAGNET CENTER IN LAB: x 0.000 mm, y 0.000 mm, z 0.000 mm
# MAGNET AXES WRT LAB: alpha 90.00 deg, beta 0.00 deg, gamma -90.00 deg
# path: C:/cosi-measure/Software/COSI2/data/240907/240907_ball_R120_no_inserts_bvals_shifted.csv
# X[mm],Y[mm],Z[mm],B0_x[mT],B0_y[mT|,B0_z[mT],B0_abs[mT]
59.880,-50.091,-90.029,-47.3340,-1.9600,-0.9500,47.3830
59.880,-50.091,-80.029,-47.3110,-1.9600,-0.9500,47.3650
59.880,-50.091,-70.029,-47.2950,-1.9600,-0.9500,47.3470
59.880,-50.091,-60.029,-47.2820,-1.9800,-0.9400,47.3360
59.880,-50.091,-50.029,-47.2740,-1.9700,-0.9300,47.3220
59.880,-50.091,-40.029,-47.2710,-1.9900,-0.9100,47.3240
59.880,-50.091,-30.029,-47.2700,-1.9900,-0.9100,47.3220
59.880,-50.091,-20.029,-47.2670,-1.9900,-0.9000,47.3180
59.880,-50.091,-10.029,-47.2740,-2.0200,-0.9000,47.3260
59.880,-50.091,-0.029,-47.2760,-2.0200,-0.8800,47.3270
59.880,-50.091,9.971,-47.2790,-2.0300,-0.8800,47.3310
59.880,-50.091,19.971,-47.2890,-2.0300,-0.8700,47.3400
59.880,-50.091,29.971,-47.2960,-2.0500,-0.8700,47.3490
59.880,-50.091,39.971,-47.3110,-2.0400,-0.8500,47.3630
59.880,-50.091,49.971,-47.3280,-2.0500,-0.8400,47.3790
59.880,-50.091,59.971,-47.3460,-2.0500,-0.8500,47.3980
59.880,-50.091,69.971,-47.3640,-2.0600,-0.8400,47.4160
59.880,-50.091,79.971,-47.3890,-2.0700,-0.8400,47.4420
59.880,-50.091,89.971,-47.4410,-2.0500,-0.8500,47.4870
69.880,-50.091,79.971,-47.4240,-2.0600,-0.8000,47.4760
69.880,-50.091,69.971,-47.3790,-2.0700,-0.8100,47.4310
69.880,-50.091,59.971,-47.3540,-2.0700,-0.8300,47.4070
69.880,-50.091,49.971,-47.3340,-2.0600,-0.8400,47.3860
69.880,-50.091,39.971,-47.3160,-2.0600,-0.8500,47.3690
69.880,-50.091,29.971,-47.2980,-2.0500,-0.8600,47.3510
69.880,-50.091,19.971,-47.2880,-2.0400,-0.8700,47.3400
69.880,-50.091,9.971,-47.2810,-2.0300,-0.8800,47.3320
69.880,-50.091,-0.029,-47.2710,-2.0200,-0.8700,47.3240
69.880,-50.091,-10.029,-47.2640,-2.0200,-0.8900,47.3160
69.880,-50.091,-20.029,-47.2640,-2.0000,-0.9000,47.3140
69.880,-50.091,-30.029,-47.2610,-2.0000,-0.9000,47.3120
69.880,-50.091,-40.029,-47.2600,-1.9900,-0.9200,47.3100
69.880,-50.091,-50.029,-47.2610,-1.9800,-0.9300,47.3100
69.880,-50.091,-60.029,-47.2620,-1.9800,-0.9500,47.3130
69.880,-50.091,-70.029,-47.2720,-1.9600,-0.9500,47.3230
69.880,-50.091,-80.029,-47.2860,-1.9500,-0.9800,47.3370
79.880,-50.091,-70.029,-47.2620,-1.9500,-0.9700,47.3120
79.880,-50.091,-60.029,-47.2530,-1.9600,-0.9400,47.3030
79.880,-50.091,-50.029,-47.2510,-1.9600,-0.9300,47.3010
79.880,-50.091,-40.029,-47.2510,-1.9800,-0.9100,47.3010
79.880,-50.091,-30.029,-47.2540,-1.9900,-0.9000,47.3040
79.880,-50.091,-20.029,-47.2530,-2.0100,-0.9000,47.3040
79.880,-50.091,-10.029,-47.2600,-2.0200,-0.8800,47.3120
79.880,-50.091,-0.029,-47.2580,-2.0200,-0.8800,47.3090
79.880,-50.091,9.971,-47.2670,-2.0400,-0.8800,47.3190
79.880,-50.091,19.971,-47.2700,-2.0400,-0.8800,47.3220
79.880,-50.091,29.971,-47.2850,-2.0600,-0.8600,47.3370
79.880,-50.091,39.971,-47.2930,-2.0600,-0.8500,47.3460
79.880,-50.091,49.971,-47.3080,-2.0700,-0.8500,47.3590
79.880,-50.091,59.971,-47.3150,-2.0800,-0.8300,47.3680
79.880,-50.091,69.971,-47.3340,-2.0900,-0.8000,47.3860
89.880,-50.091,59.971,-47.3030,-2.1000,-0.8200,47.3620
89.880,-50.091,49.971,-47.2900,-2.0800,-0.8600,47.3460
89.880,-50.091,39.971,-47.2910,-2.0700,-0.8600,47.3440
89.880,-50.091,29.971,-47.2820,-2.0500,-0.8700,47.3370
89.880,-50.091,19.971,-47.2810,-2.0500,-0.8700,47.3310
89.880,-50.091,9.971,-47.2640,-2.0400,-0.8800,47.3180
89.880,-50.091,-0.029,-47.2580,-2.0400,-0.8900,47.3110
89.880,-50.091,-10.029,-47.2520,-2.0200,-0.8800,47.3050
89.880,-50.091,-20.029,-47.2470,-2.0100,-0.8900,47.2990
89.880,-50.091,-30.029,-47.2460,-2.0000,-0.8900,47.2980
89.880,-50.091,-40.029,-47.2430,-1.9800,-0.9000,47.2950
89.880,-50.091,-50.029,-47.2380,-1.9700,-0.9100,47.2880
89.880,-50.091,-60.029,-47.2350,-1.9400,-0.9200,47.2840
99.880,-50.091,-40.029,-47.2330,-1.9700,-0.8900,47.2820
99.880,-50.091,-30.029,-47.2400,-2.0000,-0.8900,47.2900
99.880,-50.091,-20.029,-47.2380,-2.0200,-0.8900,47.2890
99.880,-50.091,-10.029,-47.2470,-2.0200,-0.9000,47.2990
99.880,-50.091,-0.029,-47.2460,-2.0400,-0.8900,47.2990
99.880,-50.091,9.971,-47.2530,-2.0400,-0.8800,47.3050
99.880,-50.091,19.971,-47.2660,-2.0500,-0.8700,47.3180
99.880,-50.091,29.971,-47.2750,-2.0600,-0.8800,47.3290
99.880,-50.091,39.971,-47.2660,-2.0300,-0.8800,47.3170
109.880,-40.091,-20.029,-47.2450,-2.0300,-0.9000,47.2970
109.880,-40.091,-10.029,-47.2440,-2.0200,-0.9000,47.2960
109.880,-40.091,-0.029,-47.2470,-2.0200,-0.8900,47.2990
109.880,-40.091,9.971,-47.2590,-2.0300,-0.8700,47.3100
109.880,-40.091,19.971,-47.2910,-2.0400,-0.8800,47.3430
99.880,-40.091,49.971,-47.3040,-2.0800,-0.8900,47.3580
99.880,-40.091,39.971,-47.3060,-2.0600,-0.8900,47.3590
99.880,-40.091,29.971,-47.3030,-2.0500,-0.8900,47.3550
99.880,-40.091,19.971,-47.2900,-2.0400,-0.8700,47.3440
99.880,-40.091,9.971,-47.2770,-2.0400,-0.8800,47.3310
99.880,-40.091,-0.029,-47.2670,-2.0300,-0.9000,47.3190
99.880,-40.091,-10.029,-47.2550,-2.0200,-0.9000,47.3060
99.880,-40.091,-20.029,-47.2550,-2.0100,-0.9000,47.3070
99.880,-40.091,-30.029,-47.2540,-2.0000,-0.9100,47.3050
99.880,-40.091,-40.029,-47.2610,-1.9900,-0.9000,47.3120
99.880,-40.091,-50.029,-47.2570,-1.9700,-0.8900,47.3060
89.880,-40.091,-60.029,-47.2500,-1.9500,-0.9200,47.2990
89.880,-40.091,-50.029,-47.2520,-1.9700,-0.9100,47.3020
89.880,-40.091,-40.029,-47.2540,-1.9800,-0.9000,47.3040
89.880,-40.091,-30.029,-47.2590,-2.0000,-0.9000,47.3100
89.880,-40.091,-20.029,-47.2570,-2.0100,-0.9000,47.3090
89.880,-40.091,-10.029,-47.2630,-2.0200,-0.9000,47.3150
89.880,-40.091,-0.029,-47.2660,-2.0200,-0.8900,47.3170
89.880,-40.091,9.971,-47.2690,-2.0300,-0.8800,47.3210
89.880,-40.091,19.971,-47.2840,-2.0400,-0.8700,47.3360
89.880,-40.091,29.971,-47.2880,-2.0500,-0.8800,47.3410
89.880,-40.091,39.971,-47.2980,-2.0500,-0.8700,47.3500
89.880,-40.091,49.971,-47.3070,-2.0800,-0.8700,47.3600
89.880,-40.091,59.971,-47.3120,-2.0800,-0.8600,47.3630
79.880,-40.091,79.971,-47.3530,-2.0800,-0.8000,47.3970
79.880,-40.091,69.971,-47.3550,-2.0700,-0.8200,47.4110
79.880,-40.091,59.971,-47.3330,-2.0700,-0.8400,47.3880
79.880,-40.091,49.971,-47.3220,-2.0700,-0.8600,47.3730
79.880,-40.091,39.971,-47.3130,-2.0500,-0.8600,47.3670
79.880,-40.091,29.971,-47.3020,-2.0400,-0.8700,47.3560
79.880,-40.091,19.971,-47.2910,-2.0300,-0.8700,47.3450
79.880,-40.091,9.971,-47.2890,-2.0300,-0.8800,47.3420
79.880,-40.091,-0.029,-47.2760,-2.0200,-0.8800,47.3270
79.880,-40.091,-10.029,-47.2690,-2.0200,-0.8900,47.3210
79.880,-40.091,-20.029,-47.2640,-2.0000,-0.9000,47.3150
79.880,-40.091,-30.029,-47.2640,-2.0000,-0.9100,47.3140
79.880,-40.091,-40.029,-47.2650,-1.9900,-0.9200,47.3160
79.880,-40.091,-50.029,-47.2640,-1.9800,-0.9200,47.3140
79.880,-40.091,-60.029,-47.2640,-1.9700,-0.9300,47.3140
79.880,-40.091,-70.029,-47.2580,-1.9600,-0.9600,47.3090
79.880,-40.091,-80.029,-47.2610,-1.9500,-0.9800,47.3110
69.880,-40.091,-80.029,-47.2850,-1.9500,-0.9800,47.3360
69.880,-40.091,-70.029,-47.2900,-1.9600,-0.9600,47.3400
69.880,-40.091,-60.029,-47.2800,-1.9700,-0.9500,47.3300
69.880,-40.091,-50.029,-47.2700,-1.9800,-0.9300,47.3210
69.880,-40.091,-40.029,-47.2720,-1.9800,-0.9300,47.3220
69.880,-40.091,-30.029,-47.2710,-1.9900,-0.9100,47.3220
69.880,-40.091,-20.029,-47.2710,-2.0000,-0.9000,47.3220
69.880,-40.091,-10.029,-47.2730,-2.0200,-0.8900,47.3240
69.880,-40.091,-0.029,-47.2810,-2.0200,-0.8900,47.3310
69.880,-40.091,9.971,-47.2820,-2.0200,-0.8800,47.3330
69.880,-40.091,19.971,-47.2910,-2.0300,-0.8800,47.3430
69.880,-40.091,29.971,-47.3080,-2.0300,-0.8700,47.3570
69.880,-40.091,39.971,-47.3110,-2.0400,-0.8600,47.3600
69.880,-40.091,49.971,-47.3210,-2.0500,-0.8500,47.3720
69.880,-40.091,59.971,-47.3380,-2.0500,-0.8400,47.3900
69.880,-40.091,69.971,-47.3550,-2.0600,-0.8300,47.4040
69.880,-40.091,79.971,-47.3940,-2.0700,-0.8200,47.4460
59.880,-40.091,89.971,-47.4380,-2.0600,-0.8500,47.4860
59.880,-40.091,79.971,-47.4210,-2.0600,-0.8500,47.4790
59.880,-40.091,69.971,-47.3900,-2.0500,-0.8500,47.4420
59.880,-40.091,59.971,-47.3640,-2.0500,-0.8600,47.4160
59.880,-40.091,49.971,-47.3420,-2.0400,-0.8500,47.3940
59.880,-40.091,39.971,-47.3320,-2.0400,-0.8600,47.3840
59.880,-40.091,29.971,-47.3130,-2.0400,-0.8800,47.3650
59.880,-40.091,19.971,-47.3060,-2.0300,-0.8800,47.3570
59.880,-40.091,9.971,-47.2930,-2.0300,-0.8900,47.3450
59.880,-40.091,-0.029,-47.2910,-2.0200,-0.8900,47.3430
59.880,-40.091,-10.029,-47.2880,-2.0100,-0.9000,47.3390
59.880,-40.091,-20.029,-47.2780,-2.0000,-0.9000,47.3290
59.880,-40.091,-30.029,-47.2770,-2.0000,-0.9100,47.3280
59.880,-40.091,-40.029,-47.2800,-2.0000,-0.9100,47.3310
59.880,-40.091,-50.029,-47.2810,-1.9900,-0.9300,47.3320
59.880,-40.091,-60.029,-47.2830,-1.9700,-0.9400,47.3330
59.880,-40.091,-70.029,-47.2950,-1.9700,-0.9400,47.3450
59.880,-40.091,-80.029,-47.3070,-1.9700,-0.9500,47.3530
59.880,-40.091,-90.029,-47.3270,-1.9700,-0.9600,47.3780
49.880,-40.091,-100.029,-47.3470,-1.9500,-0.9300,47.3940
49.880,-40.091,-90.029,-47.3420,-1.9600,-0.9300,47.3930
49.880,-40.091,-80.029,-47.3240,-1.9600,-0.9400,47.3740
49.880,-40.091,-70.029,-47.3080,-1.9700,-0.9500,47.3620
49.880,-40.091,-60.029,-47.3050,-1.9800,-0.9200,47.3520
49.880,-40.091,-50.029,-47.2940,-2.0000,-0.9200,47.3470
49.880,-40.091,-40.029,-47.2870,-1.9900,-0.9100,47.3400
49.880,-40.091,-30.029,-47.2830,-1.9900,-0.9000,47.3370
49.880,-40.091,-20.029,-47.2850,-2.0000,-0.9000,47.3340
49.880,-40.091,-10.029,-47.2850,-2.0100,-0.9000,47.3370
49.880,-40.091,-0.029,-47.2890,-2.0200,-0.8900,47.3400
49.880,-40.091,9.971,-47.2980,-2.0200,-0.8800,47.3500
49.880,-40.091,19.971,-47.3000,-2.0300,-0.8800,47.3520
49.880,-40.091,29.971,-47.3180,-2.0300,-0.8800,47.3690
49.880,-40.091,39.971,-47.3250,-2.0300,-0.8700,47.3760
49.880,-40.091,49.971,-47.3360,-2.0300,-0.8700,47.3880
49.880,-40.091,59.971,-47.3520,-2.0400,-0.8600,47.4040
49.880,-40.091,69.971,-47.3740,-2.0500,-0.8700,47.4260
49.880,-40.091,79.971,-47.3950,-2.0400,-0.8700,47.4470
49.880,-40.091,89.971,-47.4190,-2.0500,-0.8800,47.4710
49.880,-40.091,99.971,-47.4420,-2.0600,-0.9100,47.4950
39.880,-40.091,99.971,-47.4240,-2.0700,-0.9000,47.4780
39.880,-40.091,89.971,-47.4050,-2.0500,-0.8900,47.4590
39.880,-40.091,79.971,-47.3970,-2.0500,-0.8800,47.4540
39.880,-40.091,69.971,-47.3820,-2.0400,-0.8700,47.4370
39.880,-40.091,59.971,-47.3620,-2.0400,-0.8800,47.4190
39.880,-40.091,49.971,-47.3470,-2.0300,-0.8700,47.4000
39.880,-40.091,39.971,-47.3370,-2.0200,-0.8700,47.3870
39.880,-40.091,29.971,-47.3240,-2.0200,-0.8700,47.3770
39.880,-40.091,19.971,-47.3120,-2.0200,-0.8700,47.3660
39.880,-40.091,9.971,-47.3090,-2.0100,-0.8800,47.3610
39.880,-40.091,-0.029,-47.3040,-2.0100,-0.8800,47.3570
39.880,-40.091,-10.029,-47.2970,-2.0000,-0.8900,47.3470
39.880,-40.091,-20.029,-47.2930,-2.0000,-0.8900,47.3440
39.880,-40.091,-30.029,-47.2970,-2.0000,-0.9000,47.3480
39.880,-40.091,-40.029,-47.2950,-2.0000,-0.9000,47.3460
39.880,-40.091,-50.029,-47.2950,-1.9900,-0.9200,47.3460
39.880,-40.091,-60.029,-47.3040,-1.9800,-0.9200,47.3550
39.880,-40.091,-70.029,-47.3120,-1.9600,-0.9200,47.3620
39.880,-40.091,-80.029,-47.3200,-1.9600,-0.9300,47.3700
39.880,-40.091,-90.029,-47.3310,-1.9600,-0.9300,47.3810
39.880,-40.091,-100.029,-47.3350,-1.9400,-0.9200,47.3840
29.880,-40.091,-100.029,-47.3380,-1.9400,-0.9300,47.3860
29.880,-40.091,-90.029,-47.3360,-1.9400,-0.9200,47.3840
29.880,-40.091,-80.029,-47.3270,-1.9500,-0.9300,47.3770
29.880,-40.091,-70.029,-47.3250,-1.9700,-0.9100,47.3730
29.880,-40.091,-60.029,-47.3150,-1.9700,-0.9100,47.3650
29.880,-40.091,-50.029,-47.3100,-1.9900,-0.9100,47.3610
29.880,-40.091,-40.029,-47.3000,-1.9900,-0.9000,47.3540
29.880,-40.091,-30.029,-47.2980,-1.9900,-0.9000,47.3480
29.880,-40.091,-20.029,-47.3020,-2.0000,-0.8900,47.3540
29.880,-40.091,-10.029,-47.2970,-2.0100,-0.9000,47.3490
29.880,-40.091,-0.029,-47.3050,-2.0100,-0.8900,47.3560
29.880,-40.091,9.971,-47.3030,-2.0200,-0.8800,47.3560
29.880,-40.091,19.971,-47.3120,-2.0200,-0.8800,47.3620
29.880,-40.091,29.971,-47.3210,-2.0200,-0.8800,47.3720
29.880,-40.091,39.971,-47.3320,-2.0200,-0.8700,47.3830
29.880,-40.091,49.971,-47.3410,-2.0200,-0.8800,47.3930
29.880,-40.091,59.971,-47.3550,-2.0400,-0.8700,47.4070
29.880,-40.091,69.971,-47.3710,-2.0400,-0.8800,47.4220
29.880,-40.091,79.971,-47.3790,-2.0500,-0.8800,47.4310
29.880,-40.091,89.971,-47.3920,-2.0400,-0.8900,47.4450
29.880,-40.091,99.971,-47.3970,-2.0600,-0.8900,47.4510
19.880,-40.091,109.971,-47.3920,-2.0600,-0.8800,47.4450
19.880,-40.091,99.971,-47.3930,-2.0500,-0.8800,47.4450
19.880,-40.091,89.971,-47.3930,-2.0400,-0.8900,47.4450
19.880,-40.091,79.971,-47.3860,-2.0400,-0.8700,47.4380
19.880,-40.091,69.971,-47.3760,-2.0300,-0.8800,47.4270
19.880,-40.091,59.971,-47.3650,-2.0300,-0.8800,47.4170
19.880,-40.091,49.971,-47.3530,-2.0200,-0.8900,47.4040
19.880,-40.091,39.971,-47.3380,-2.0200,-0.8800,47.3920
19.880,-40.091,29.971,-47.3250,-2.0200,-0.8800,47.3780
19.880,-40.091,19.971,-47.3160,-2.0100,-0.8800,47.3680
19.880,-40.091,9.971,-47.3100,-2.0100,-0.8800,47.3620
19.880,-40.091,-0.029,-47.3040,-2.0100,-0.8800,47.3530
19.880,-40.091,-10.029,-47.3020,-2.0100,-0.8800,47.3510
19.880,-40.091,-20.029,-47.2990,-2.0000,-0.8900,47.3490
19.880,-40.091,-30.029,-47.3010,-1.9900,-0.9000,47.3510
19.880,-40.091,-40.029,-47.3060,-1.9800,-0.8900,47.3580
19.880,-40.091,-50.029,-47.3090,-1.9800,-0.9000,47.3590
19.880,-40.091,-60.029,-47.3200,-1.9800,-0.9100,47.3700
19.880,-40.091,-70.029,-47.3210,-1.9600,-0.9100,47.3700
19.880,-40.091,-80.029,-47.3340,-1.9600,-0.9100,47.3840
19.880,-40.091,-90.029,-47.3450,-1.9500,-0.9200,47.3940
19.880,-40.091,-100.029,-47.3490,-1.9300,-0.9200,47.3980
19.880,-40.091,-110.029,-47.3460,-1.9200,-0.9500,47.3940
9.880,-40.091,-110.029,-47.3670,-1.9300,-0.9400,47.4150
9.880,-40.091,-100.029,-47.3680,-1.9400,-0.9200,47.4160
9.880,-40.091,-90.029,-47.3570,-1.9500,-0.9200,47.4050
9.880,-40.091,-80.029,-47.3470,-1.9600,-0.9000,47.3960
9.880,-40.091,-70.029,-47.3390,-1.9700,-0.9000,47.3880
9.880,-40.091,-60.029,-47.3270,-1.9800,-0.8900,47.3760
9.880,-40.091,-50.029,-47.3180,-1.9800,-0.8900,47.3670
9.880,-40.091,-40.029,-47.3150,-1.9800,-0.8900,47.3650
9.880,-40.091,-30.029,-47.3080,-2.0000,-0.8800,47.3580
9.880,-40.091,-20.029,-47.3050,-2.0000,-0.8800,47.3550
9.880,-40.091,-10.029,-47.3010,-2.0000,-0.8900,47.3510
9.880,-40.091,-0.029,-47.3040,-2.0000,-0.8800,47.3550
9.880,-40.091,9.971,-47.3050,-2.0100,-0.8800,47.3580
9.880,-40.091,19.971,-47.3140,-2.0100,-0.8900,47.3650
9.880,-40.091,29.971,-47.3230,-2.0100,-0.8900,47.3740
9.880,-40.091,39.971,-47.3340,-2.0200,-0.8900,47.3860
9.880,-40.091,49.971,-47.3460,-2.0200,-0.8900,47.3970
9.880,-40.091,59.971,-47.3530,-2.0100,-0.8900,47.4040
9.880,-40.091,69.971,-47.3680,-2.0300,-0.8700,47.4200
9.880,-40.091,79.971,-47.3800,-2.0300,-0.8900,47.4320
9.880,-40.091,89.971,-47.3930,-2.0300,-0.8700,47.4450
9.880,-40.091,99.971,-47.3980,-2.0400,-0.8800,47.4500
9.880,-40.091,109.971,-47.4060,-2.0500,-0.8800,47.4590
-0.120,-40.091,109.971,-47.4190,-2.0400,-0.8800,47.4710
-0.120,-40.091,99.971,-47.4140,-2.0300,-0.8800,47.4660
-0.120,-40.091,89.971,-47.4060,-2.0400,-0.8800,47.4580
-0.120,-40.091,79.971,-47.3960,-2.0300,-0.8900,47.4480
-0.120,-40.091,69.971,-47.3780,-2.0200,-0.8900,47.4290
-0.120,-40.091,59.971,-47.3630,-2.0200,-0.8900,47.4170
-0.120,-40.091,49.971,-47.3480,-2.0100,-0.8900,47.4030
-0.120,-40.091,39.971,-47.3410,-2.0200,-0.8900,47.3940
-0.120,-40.091,29.971,-47.3310,-2.0100,-0.8900,47.3800
-0.120,-40.091,19.971,-47.3200,-2.0100,-0.8800,47.3710
-0.120,-40.091,9.971,-47.3110,-2.0000,-0.8800,47.3620
-0.120,-40.091,-0.029,-47.3070,-2.0000,-0.8900,47.3580
-0.120,-40.091,-10.029,-47.3060,-2.0000,-0.8800,47.3580
-0.120,-40.091,-20.029,-47.3080,-1.9900,-0.8800,47.3580
-0.120,-40.091,-30.029,-47.3100,-1.9900,-0.8800,47.3600
-0.120,-40.091,-40.029,-47.3110,-1.9800,-0.8800,47.3600
-0.120,-40.091,-50.029,-47.3160,-1.9800,-0.8800,47.3660
-0.120,-40.091,-60.029,-47.3220,-1.9800,-0.8800,47.3720
-0.120,-40.091,-70.029,-47.3320,-1.9700,-0.8900,47.3810
-0.120,-40.091,-80.029,-47.3390,-1.9600,-0.8900,47.3880
-0.120,-40.091,-90.029,-47.3560,-1.9500,-0.9000,47.4040
-0.120,-40.091,-100.029,-47.3720,-1.9400,-0.9100,47.4210
-0.120,-40.091,-110.029,-47.3850,-1.9300,-0.9300,47.4330
-10.120,-40.091,-110.029,-47.4040,-1.9300,-0.9000,47.4520
-10.120,-40.091,-100.029,-47.3980,-1.9500,-0.8900,47.4460
-10.120,-40.091,-90.029,-47.3800,-1.9500,-0.8800,47.4290
-10.120,-40.091,-80.029,-47.3620,-1.9600,-0.8700,47.4100
-10.120,-40.091,-70.029,-47.3450,-1.9700,-0.8700,47.3950
-10.120,-40.091,-60.029,-47.3340,-1.9700,-0.8700,47.3840
-10.120,-40.091,-50.029,-47.3200,-1.9800,-0.8700,47.3710
-10.120,-40.091,-40.029,-47.3130,-1.9900,-0.8700,47.3650
-10.120,-40.091,-30.029,-47.3090,-2.0000,-0.8700,47.3620
-10.120,-40.091,-20.029,-47.3070,-2.0000,-0.8800,47.3590
-10.120,-40.091,-10.029,-47.3020,-2.0000,-0.8700,47.3540
-10.120,-40.091,-0.029,-47.3030,-1.9900,-0.8700,47.3530
-10.120,-40.091,9.971,-47.3080,-2.0000,-0.8800,47.3580
-10.120,-40.091,19.971,-47.3100,-2.0000,-0.8800,47.3610
-10.120,-40.091,29.971,-47.3170,-2.0100,-0.8800,47.3680
-10.120,-40.091,39.971,-47.3270,-2.0100,-0.8900,47.3780
-10.120,-40.091,49.971,-47.3430,-2.0000,-0.8800,47.3940
-10.120,-40.091,59.971,-47.3520,-2.0200,-0.8900,47.4040
-10.120,-40.091,69.971,-47.3700,-2.0300,-0.8900,47.4210
-10.120,-40.091,79.971,-47.3850,-2.0300,-0.8900,47.4360
-10.120,-40.091,89.971,-47.4000,-2.0200,-0.8800,47.4510
-10.120,-40.091,99.971,-47.4120,-2.0300,-0.8900,47.4640
-10.120,-40.091,109.971,-47.4220,-2.0400,-0.8800,47.4740
-20.120,-40.091,109.971,-47.4280,-2.0300,-0.8900,47.4790
-20.120,-40.091,99.971,-47.4250,-2.0200,-0.8900,47.4760
-20.120,-40.091,89.971,-47.4160,-2.0300,-0.8800,47.4680
-20.120,-40.091,79.971,-47.3980,-2.0200,-0.9000,47.4500
-20.120,-40.091,69.971,-47.3840,-2.0200,-0.9000,47.4360
-20.120,-40.091,59.971,-47.3680,-2.0200,-0.9000,47.4200
-20.120,-40.091,49.971,-47.3500,-2.0100,-0.8900,47.4010
-20.120,-40.091,39.971,-47.3350,-2.0200,-0.8900,47.3870
-20.120,-40.091,29.971,-47.3270,-2.0000,-0.8900,47.3770
-20.120,-40.091,19.971,-47.3150,-2.0100,-0.8900,47.3650
-20.120,-40.091,9.971,-47.3070,-1.9900,-0.8800,47.3580
-20.120,-40.091,-0.029,-47.2990,-2.0100,-0.8800,47.3520
-20.120,-40.091,-10.029,-47.2990,-2.0000,-0.8600,47.3480
-20.120,-40.091,-20.029,-47.3010,-1.9900,-0.8600,47.3520
-20.120,-40.091,-30.029,-47.3030,-1.9800,-0.8500,47.3490
-20.120,-40.091,-40.029,-47.3080,-1.9800,-0.8600,47.3570
-20.120,-40.091,-50.029,-47.3200,-1.9800,-0.8500,47.3680
-20.120,-40.091,-60.029,-47.3300,-1.9700,-0.8500,47.3760
-20.120,-40.091,-70.029,-47.3400,-1.9700,-0.8400,47.3860
-20.120,-40.091,-80.029,-47.3550,-1.9600,-0.8500,47.4020
-20.120,-40.091,-90.029,-47.3730,-1.9600,-0.8500,47.4160
-20.120,-40.091,-100.029,-47.3860,-1.9500,-0.8700,47.4320
-20.120,-40.091,-110.029,-47.4110,-1.9300,-0.8700,47.4580
-30.120,-40.091,-100.029,-47.4100,-1.9500,-0.8500,47.4570
-30.120,-40.091,-90.029,-47.3890,-1.9600,-0.8300,47.4430
-30.120,-40.091,-80.029,-47.3730,-1.9600,-0.8400,47.4210
-30.120,-40.091,-70.029,-47.3520,-1.9800,-0.8300,47.4010
-30.120,-40.091,-60.029,-47.3330,-1.9800,-0.8400,47.3830
-30.120,-40.091,-50.029,-47.3200,-1.9700,-0.8400,47.3700
-30.120,-40.091,-40.029,-47.3110,-1.9900,-0.8400,47.3600
-30.120,-40.091,-30.029,-47.3050,-1.9800,-0.8500,47.3540
-30.120,-40.091,-20.029,-47.3010,-1.9900,-0.8500,47.3500
-30.120,-40.091,-10.029,-47.2980,-1.9900,-0.8600,47.3480
-30.120,-40.091,-0.029,-47.2990,-2.0000,-0.8600,47.3490
-30.120,-40.091,9.971,-47.2960,-2.0000,-0.8800,47.3460
-30.120,-40.091,19.971,-47.3040,-1.9900,-0.8800,47.3540
-30.120,-40.091,29.971,-47.3080,-2.0000,-0.8900,47.3590
-30.120,-40.091,39.971,-47.3190,-2.0000,-0.8900,47.3700
-30.120,-40.091,49.971,-47.3330,-2.0200,-0.9000,47.3840
-30.120,-40.091,59.971,-47.3490,-2.0100,-0.9000,47.4000
-30.120,-40.091,69.971,-47.3660,-2.0200,-0.9100,47.4170
-30.120,-40.091,79.971,-47.3860,-2.0100,-0.9000,47.4370
-30.120,-40.091,89.971,-47.4120,-2.0200,-0.9000,47.4590
-30.120,-40.091,99.971,-47.4280,-2.0200,-0.8800,47.4790
-40.120,-40.091,99.971,-47.4440,-2.0200,-0.8800,47.4900
-40.120,-40.091,89.971,-47.4330,-2.0000,-0.9100,47.4890
-40.120,-40.091,79.971,-47.4090,-2.0200,-0.9200,47.4640
-40.120,-40.091,69.971,-47.3880,-2.0100,-0.9200,47.4420
-40.120,-40.091,59.971,-47.3590,-2.0100,-0.9100,47.4140
-40.120,-40.091,49.971,-47.3420,-2.0200,-0.9100,47.3960
-40.120,-40.091,39.971,-47.3240,-2.0100,-0.9000,47.3750
-40.120,-40.091,29.971,-47.3150,-2.0100,-0.8900,47.3670
-40.120,-40.091,19.971,-47.3000,-2.0000,-0.8800,47.3490
-40.120,-40.091,9.971,-47.2940,-2.0000,-0.8800,47.3440
-40.120,-40.091,-0.029,-47.2910,-1.9900,-0.8700,47.3410
-40.120,-40.091,-10.029,-47.2890,-1.9900,-0.8600,47.3400
-40.120,-40.091,-20.029,-47.2890,-1.9900,-0.8600,47.3380
-40.120,-40.091,-30.029,-47.2940,-1.9800,-0.8400,47.3420
-40.120,-40.091,-40.029,-47.2990,-1.9800,-0.8300,47.3440
-40.120,-40.091,-50.029,-47.3060,-1.9700,-0.8300,47.3550
-40.120,-40.091,-60.029,-47.3200,-1.9600,-0.8100,47.3680
-40.120,-40.091,-70.029,-47.3400,-1.9800,-0.8100,47.3880
-40.120,-40.091,-80.029,-47.3560,-1.9600,-0.8100,47.4040
-40.120,-40.091,-90.029,-47.3840,-1.9600,-0.8100,47.4320
