x[m],y[m],z[m],dirx[m^2A],diry[m^2A],dirz[m^2A],rotation_xy[rad]
-0.0585,0.2721,-0.0461,0.0000e+00,-1.3731e-09,6.7370e-09,1.7719
-0.0585,0.2743,-0.0308,0.0000e+00,-1.7162e-09,6.6579e-09,1.8231
-0.0585,0.2756,-0.0154,0.0000e+00,-1.9981e-09,6.5788e-09,1.8657
-0.0585,0.2760,0.0000,0.0000e+00,-2.1823e-09,6.5200e-09,1.8938
-0.0585,0.2756,0.0154,0.0000e+00,-2.2441e-09,6.4989e-09,1.9033
-0.0585,0.2743,0.0308,0.0000e+00,-2.1937e-09,6.5161e-09,1.8955
-0.0585,0.2721,0.0461,0.0000e+00,-2.0974e-09,6.5478e-09,1.8808
-0.0585,0.2587,0.0961,0.0000e+00,-3.5281e-09,5.9012e-09,2.1096
-0.0585,0.2529,0.1104,0.0000e+00,-5.4694e-09,4.1664e-09,2.4906
-0.0585,0.2464,0.1244,0.0000e+00,-6.1623e-09,-3.0494e-09,-2.6821
-0.0585,0.2390,0.1380,0.0000e+00,-1.4773e-09,-6.7149e-09,-1.7874
-0.0585,0.2309,0.1512,0.0000e+00,1.2553e-09,-6.7599e-09,-1.3872
-0.0585,0.2221,0.1638,0.0000e+00,2.9193e-09,-6.2250e-09,-1.1323
-0.0585,0.2126,0.1760,0.0000e+00,4.1634e-09,-5.4716e-09,-0.9204
-0.0585,0.1760,0.2126,0.0000e+00,6.5458e-09,-2.1035e-09,-0.3109
-0.0585,0.1638,0.2221,0.0000e+00,6.7992e-09,-1.0212e-09,-0.1491
-0.0585,0.1512,0.2309,0.0000e+00,6.8755e-09,-7.3101e-12,-0.0011
-0.0585,0.1380,0.2390,0.0000e+00,6.8221e-09,8.5532e-10,0.1247
-0.0585,0.1244,0.2464,0.0000e+00,6.7130e-09,1.4859e-09,0.2178
-0.0585,0.1104,0.2529,0.0000e+00,6.6574e-09,1.7179e-09,0.2525
-0.0585,0.0961,0.2587,0.0000e+00,6.7653e-09,1.2262e-09,0.1793
-0.0585,0.0461,0.2721,0.0000e+00,5.9328e-09,-3.4748e-09,-0.5298
-0.0585,0.0308,0.2743,0.0000e+00,6.6658e-09,-1.6853e-09,-0.2476
