x[m],y[m],z[m],dirx[m^2A],diry[m^2A],dirz[m^2A],rotation_xy[rad]
-0.1755,0.2721,-0.0461,0.0000e+00,-2.3192e-08,-7.7265e-10,3.1749
-0.1755,0.2743,-0.0308,0.0000e+00,-2.1286e-08,9.2386e-09,2.7321
-0.1755,0.2756,-0.0154,0.0000e+00,1.8066e-08,1.4563e-08,0.6785
-0.1755,0.2760,0.0000,0.0000e+00,2.2577e-08,5.3612e-09,0.2331
-0.1755,0.2756,0.0154,0.0000e+00,1.8717e-08,1.3716e-08,0.6324
-0.1755,0.2743,0.0308,0.0000e+00,-1.3967e-08,1.8531e-08,2.2167
-0.1755,0.2721,0.0461,0.0000e+00,-1.8080e-08,-1.4545e-08,3.8191
-0.1755,0.2587,0.0961,0.0000e+00,-2.2142e-08,-6.9424e-09,3.4454
-0.1755,0.2529,0.1104,0.0000e+00,-1.4124e-08,1.8411e-08,2.2252
-0.1755,0.2464,0.1244,0.0000e+00,-7.8801e-09,2.1826e-08,1.9173
-0.1755,0.2390,0.1380,0.0000e+00,1.1492e-08,2.0159e-08,1.0527
-0.1755,0.2309,0.1512,0.0000e+00,1.8062e-08,1.4568e-08,0.6787
-0.1755,0.2221,0.1638,0.0000e+00,-2.1808e-08,7.9299e-09,2.7928
-0.1755,0.2126,0.1760,0.0000e+00,-1.0568e-08,-2.0659e-08,4.2395
-0.1755,0.1760,0.2126,0.0000e+00,-1.0719e-08,-2.0581e-08,4.2322
-0.1755,0.1638,0.2221,0.0000e+00,-9.2771e-09,2.1270e-08,1.9821
-0.1755,0.1512,0.2309,0.0000e+00,-1.2967e-08,1.9244e-08,2.1638
-0.1755,0.1380,0.2390,0.0000e+00,-1.6349e-08,-1.6467e-08,3.9306
-0.1755,0.1244,0.2464,0.0000e+00,-1.7022e-08,-1.5771e-08,3.8889
-0.1755,0.1104,0.2529,0.0000e+00,-2.3183e-08,1.0093e-09,3.0981
-0.1755,0.0961,0.2587,0.0000e+00,-2.2422e-08,5.9765e-09,2.8811
-0.1755,0.0461,0.2721,0.0000e+00,-2.2666e-08,-4.9694e-09,3.3574
-0.1755,0.0308,0.2743,0.0000e+00,-2.2154e-08,-6.9051e-09,3.4437
-0.1755,0.0154,0.2756,0.0000e+00,-2.1887e-08,-7.7077e-09,3.4802
-0.1755,0.0000,0.2760,0.0000e+00,-2.2196e-08,-6.7687e-09,3.4376
-0.1755,-0.0154,0.2756,0.0000e+00,-2.2922e-08,-3.6104e-09,3.2978
-0.1755,-0.0308,0.2743,0.0000e+00,-2.3199e-08,5.2066e-10,3.1192
-0.1755,-0.0461,0.2721,0.0000e+00,-2.3042e-08,2.7439e-09,3.0231
-0.1755,-0.0961,0.2587,0.0000e+00,-2.2917e-08,-3.6458e-09,3.2994
-0.1755,-0.1104,0.2529,0.0000e+00,-2.2212e-08,-6.7165e-09,3.4352
-0.1755,-0.1244,0.2464,0.0000e+00,-2.2504e-08,-5.6593e-09,3.3880
-0.1755,-0.1380,0.2390,0.0000e+00,-1.9295e-08,1.2890e-08,2.5526
-0.1755,-0.1512,0.2309,0.0000e+00,-5.7870e-10,2.3198e-08,1.5957
-0.1755,-0.1638,0.2221,0.0000e+00,2.3205e-08,7.5298e-11,0.0032
-0.1755,-0.1760,0.2126,0.0000e+00,-4.0355e-09,-2.2851e-08,-1.7456
-0.1755,-0.2126,0.1760,0.0000e+00,-7.8209e-09,2.1847e-08,1.9146
-0.1755,-0.2221,0.1638,0.0000e+00,-2.2362e-08,-6.1967e-09,3.4119
-0.1755,-0.2309,0.1512,0.0000e+00,-2.2960e-08,3.3584e-09,2.9964
-0.1755,-0.2390,0.1380,0.0000e+00,2.3205e-08,-2.1097e-15,-0.0000
-0.1755,-0.2464,0.1244,0.0000e+00,2.2432e-08,5.9387e-09,0.2588
-0.1755,-0.2529,0.1104,0.0000e+00,2.2300e-08,6.4171e-09,0.2802
-0.1755,-0.2587,0.0961,0.0000e+00,-2.2338e-08,6.2843e-09,2.8673
-0.1755,-0.2721,0.0461,0.0000e+00,-2.3177e-08,-1.1330e-09,3.1904
-0.1755,-0.2743,0.0308,0.0000e+00,-2.1709e-08,8.1951e-09,2.7806
-0.1755,-0.2756,0.0154,0.0000e+00,1.7574e-08,1.5153e-08,0.7115
-0.1755,-0.2760,0.0000,0.0000e+00,2.2318e-08,6.3521e-09,0.2773
-0.1755,-0.2756,-0.0154,0.0000e+00,1.7746e-08,1.4951e-08,0.7001
-0.1755,-0.2743,-0.0308,0.0000e+00,-1.2616e-08,1.9475e-08,2.1456
-0.1755,-0.2721,-0.0461,0.0000e+00,-1.8360e-08,-1.4190e-08,3.7996
-0.1755,-0.2587,-0.0961,0.0000e+00,-2.1964e-08,-7.4860e-09,3.4701
-0.1755,-0.2529,-0.1104,0.0000e+00,-1.3230e-08,1.9064e-08,2.1775
-0.1755,-0.2464,-0.1244,0.0000e+00,-7.0179e-09,2.2118e-08,1.8780
-0.1755,-0.2390,-0.1380,0.0000e+00,1.1249e-08,2.0296e-08,1.0647
-0.1755,-0.2309,-0.1512,0.0000e+00,1.8289e-08,1.4282e-08,0.6630
-0.1755,-0.2221,-0.1638,0.0000e+00,-2.2237e-08,6.6326e-09,2.8517
