X[mm],Y[mm],Z[mm],Bx[mT],By[mT],Bz[mT]
228.00, 344.45, 168.00, 3.777000, -48.468000, 1.390000
348.00, 224.45, 168.00, 3.639000, -47.035000, 1.382000
228.00, 104.45, 168.00, 3.726000, -48.259000, 1.357000
108.00, 224.45, 168.00, 3.870000, -46.989000, 1.243000
228.00, 224.45, 288.00, 4.004000, -49.712000, 1.600000
228.00, 224.45, 168.00, 3.754000, -48.266000, 1.405000
228.00, 224.45, 48.00, 3.898000, -49.204000, 1.413000
