X[mm],Y[mm],Z[mm],Bx[mT],By[mT],Bz[mT]
181.04, 135.76, 183.65, 3.862000, -48.159000, 1.277000
191.48, 135.76, 183.65, 3.833000, -48.218000, 1.287000
201.91, 135.76, 183.65, 3.801000, -48.261000, 1.312000
212.35, 135.76, 183.65, 3.776000, -48.283000, 1.333000
222.78, 135.76, 183.65, 3.760000, -48.299000, 1.353000
233.22, 135.76, 183.65, 3.737000, -48.287000, 1.364000
243.65, 135.76, 183.65, 3.721000, -48.274000, 1.373000
254.09, 135.76, 183.65, 3.703000, -48.250000, 1.402000
264.52, 135.76, 183.65, 3.680000, -48.205000, 1.388000
274.96, 135.76, 183.65, 3.659000, -48.144000, 1.405000
285.39, 135.76, 183.65, 3.632000, -48.064000, 1.419000
295.83, 135.76, 183.65, 3.611000, -47.977000, 1.422000
306.26, 135.76, 183.65, 3.596000, -47.883000, 1.456000
327.13, 146.19, 183.65, 3.624000, -47.761000, 1.394000
316.70, 146.19, 183.65, 3.623000, -47.823000, 1.416000
306.26, 146.19, 183.65, 3.603000, -47.881000, 1.428000
295.83, 146.19, 183.65, 3.605000, -47.978000, 1.429000
285.39, 146.19, 183.65, 3.617000, -48.054000, 1.409000
274.96, 146.19, 183.65, 3.632000, -48.141000, 1.402000
264.52, 146.19, 183.65, 3.659000, -48.187000, 1.398000
254.09, 146.19, 183.65, 3.674000, -48.228000, 1.385000
243.65, 146.19, 183.65, 3.699000, -48.267000, 1.382000
233.22, 146.19, 183.65, 3.723000, -48.283000, 1.362000
222.78, 146.19, 183.65, 3.743000, -48.288000, 1.361000
212.35, 146.19, 183.65, 3.756000, -48.283000, 1.345000
201.91, 146.19, 183.65, 3.784000, -48.254000, 1.321000
191.48, 146.19, 183.65, 3.808000, -48.214000, 1.306000
181.04, 146.19, 183.65, 3.839000, -48.159000, 1.282000
170.61, 146.19, 183.65, 3.857000, -48.099000, 1.272000
160.17, 146.19, 183.65, 3.879000, -48.010000, 1.264000
149.74, 146.19, 183.65, 3.900000, -47.921000, 1.259000
139.30, 156.63, 183.65, 3.907000, -47.846000, 1.210000
149.74, 156.63, 183.65, 3.918000, -47.926000, 1.239000
160.17, 156.63, 183.65, 3.900000, -48.019000, 1.260000
170.61, 156.63, 183.65, 3.880000, -48.083000, 1.276000
181.04, 156.63, 183.65, 3.863000, -48.157000, 1.284000
191.48, 156.63, 183.65, 3.836000, -48.195000, 1.307000
201.91, 156.63, 183.65, 3.815000, -48.250000, 1.308000
212.35, 156.63, 183.65, 3.790000, -48.275000, 1.342000
222.78, 156.63, 183.65, 3.767000, -48.280000, 1.346000
233.22, 156.63, 183.65, 3.742000, -48.269000, 1.376000
243.65, 156.63, 183.65, 3.722000, -48.264000, 1.376000
254.09, 156.63, 183.65, 3.701000, -48.230000, 1.379000
264.52, 156.63, 183.65, 3.674000, -48.197000, 1.401000
274.96, 156.63, 183.65, 3.651000, -48.129000, 1.408000
285.39, 156.63, 183.65, 3.630000, -48.065000, 1.421000
295.83, 156.63, 183.65, 3.612000, -47.982000, 1.424000
306.26, 156.63, 183.65, 3.597000, -47.907000, 1.410000
316.70, 156.63, 183.65, 3.589000, -47.811000, 1.410000
337.57, 167.06, 183.65, 3.520000, -47.532000, 1.364000
327.13, 167.06, 183.65, 3.516000, -47.647000, 1.382000
316.70, 167.06, 183.65, 3.552000, -47.773000, 1.404000
306.26, 167.06, 183.65, 3.576000, -47.861000, 1.417000
295.83, 167.06, 183.65, 3.592000, -47.965000, 1.420000
285.39, 167.06, 183.65, 3.613000, -48.050000, 1.419000
274.96, 167.06, 183.65, 3.626000, -48.126000, 1.394000
264.52, 167.06, 183.65, 3.650000, -48.178000, 1.410000
254.09, 167.06, 183.65, 3.672000, -48.225000, 1.383000
243.65, 167.06, 183.65, 3.700000, -48.263000, 1.386000
233.22, 167.06, 183.65, 3.726000, -48.267000, 1.368000
222.78, 167.06, 183.65, 3.744000, -48.276000, 1.352000
212.35, 167.06, 183.65, 3.767000, -48.277000, 1.354000
201.91, 167.06, 183.65, 3.794000, -48.248000, 1.322000
191.48, 167.06, 183.65, 3.821000, -48.206000, 1.309000
181.04, 167.06, 183.65, 3.846000, -48.151000, 1.282000
170.61, 167.06, 183.65, 3.868000, -48.085000, 1.262000
160.17, 167.06, 183.65, 3.891000, -48.011000, 1.250000
149.74, 167.06, 183.65, 3.917000, -47.913000, 1.213000
139.30, 167.06, 183.65, 3.951000, -47.834000, 1.198000
128.87, 177.50, 183.65, 4.004000, -47.670000, 1.171000
139.30, 177.50, 183.65, 4.009000, -47.783000, 1.189000
149.74, 177.50, 183.65, 3.956000, -47.898000, 1.229000
160.17, 177.50, 183.65, 3.924000, -47.985000, 1.249000
170.61, 177.50, 183.65, 3.901000, -48.070000, 1.274000
181.04, 177.50, 183.65, 3.872000, -48.148000, 1.289000
191.48, 177.50, 183.65, 3.847000, -48.202000, 1.312000
201.91, 177.50, 183.65, 3.817000, -48.250000, 1.327000
212.35, 177.50, 183.65, 3.796000, -48.264000, 1.339000
222.78, 177.50, 183.65, 3.775000, -48.278000, 1.353000
233.22, 177.50, 183.65, 3.744000, -48.267000, 1.375000
243.65, 177.50, 183.65, 3.723000, -48.260000, 1.375000
254.09, 177.50, 183.65, 3.703000, -48.222000, 1.393000
264.52, 177.50, 183.65, 3.673000, -48.174000, 1.397000
274.96, 177.50, 183.65, 3.642000, -48.117000, 1.419000
285.39, 177.50, 183.65, 3.623000, -48.052000, 1.411000
295.83, 177.50, 183.65, 3.598000, -47.960000, 1.428000
306.26, 177.50, 183.65, 3.579000, -47.856000, 1.407000
316.70, 177.50, 183.65, 3.550000, -47.763000, 1.406000
327.13, 177.50, 183.65, 3.532000, -47.636000, 1.400000
348.00, 187.93, 183.65, 3.448000, -47.298000, 1.331000
337.57, 187.93, 183.65, 3.444000, -47.436000, 1.376000
327.13, 187.93, 183.65, 3.484000, -47.593000, 1.411000
316.70, 187.93, 183.65, 3.514000, -47.717000, 1.412000
306.26, 187.93, 183.65, 3.541000, -47.840000, 1.409000
295.83, 187.93, 183.65, 3.566000, -47.949000, 1.420000
285.39, 187.93, 183.65, 3.591000, -48.037000, 1.429000
274.96, 187.93, 183.65, 3.620000, -48.107000, 1.416000
264.52, 187.93, 183.65, 3.642000, -48.175000, 1.412000
254.09, 187.93, 183.65, 3.676000, -48.225000, 1.409000
243.65, 187.93, 183.65, 3.696000, -48.242000, 1.407000
233.22, 187.93, 183.65, 3.721000, -48.266000, 1.393000
222.78, 187.93, 183.65, 3.750000, -48.278000, 1.375000
212.35, 187.93, 183.65, 3.777000, -48.268000, 1.353000
201.91, 187.93, 183.65, 3.804000, -48.244000, 1.351000
191.48, 187.93, 183.65, 3.821000, -48.199000, 1.321000
181.04, 187.93, 183.65, 3.857000, -48.144000, 1.310000
170.61, 187.93, 183.65, 3.878000, -48.069000, 1.276000
160.17, 187.93, 183.65, 3.911000, -47.975000, 1.266000
149.74, 187.93, 183.65, 3.943000, -47.894000, 1.241000
139.30, 187.93, 183.65, 3.977000, -47.774000, 1.195000
128.87, 187.93, 183.65, 4.030000, -47.634000, 1.166000
118.43, 198.37, 183.65, 4.116000, -47.407000, 1.126000
128.87, 198.37, 183.65, 4.128000, -47.586000, 1.164000
139.30, 198.37, 183.65, 4.047000, -47.735000, 1.213000
149.74, 198.37, 183.65, 3.996000, -47.859000, 1.244000
160.17, 198.37, 183.65, 3.952000, -47.962000, 1.266000
170.61, 198.37, 183.65, 3.915000, -48.054000, 1.271000
181.04, 198.37, 183.65, 3.891000, -48.123000, 1.314000
191.48, 198.37, 183.65, 3.859000, -48.187000, 1.318000
201.91, 198.37, 183.65, 3.831000, -48.237000, 1.350000
212.35, 198.37, 183.65, 3.802000, -48.257000, 1.367000
222.78, 198.37, 183.65, 3.778000, -48.279000, 1.376000
233.22, 198.37, 183.65, 3.751000, -48.273000, 1.399000
243.65, 198.37, 183.65, 3.724000, -48.255000, 1.386000
254.09, 198.37, 183.65, 3.698000, -48.230000, 1.420000
264.52, 198.37, 183.65, 3.668000, -48.174000, 1.416000
274.96, 198.37, 183.65, 3.642000, -48.109000, 1.445000
285.39, 198.37, 183.65, 3.607000, -48.034000, 1.428000
295.83, 198.37, 183.65, 3.585000, -47.947000, 1.432000
306.26, 198.37, 183.65, 3.556000, -47.832000, 1.430000
316.70, 198.37, 183.65, 3.523000, -47.699000, 1.416000
327.13, 198.37, 183.65, 3.488000, -47.574000, 1.408000
337.57, 198.37, 183.65, 3.449000, -47.403000, 1.373000
348.00, 208.80, 183.65, 3.370000, -47.151000, 1.382000
337.57, 208.80, 183.65, 3.379000, -47.343000, 1.404000
327.13, 208.80, 183.65, 3.430000, -47.528000, 1.434000
316.70, 208.80, 183.65, 3.477000, -47.686000, 1.424000
306.26, 208.80, 183.65, 3.520000, -47.821000, 1.441000
295.83, 208.80, 183.65, 3.552000, -47.924000, 1.431000
285.39, 208.80, 183.65, 3.577000, -48.025000, 1.447000
274.96, 208.80, 183.65, 3.607000, -48.100000, 1.442000
264.52, 208.80, 183.65, 3.641000, -48.173000, 1.432000
254.09, 208.80, 183.65, 3.669000, -48.215000, 1.428000
243.65, 208.80, 183.65, 3.700000, -48.261000, 1.428000
233.22, 208.80, 183.65, 3.732000, -48.274000, 1.402000
222.78, 208.80, 183.65, 3.755000, -48.275000, 1.393000
212.35, 208.80, 183.65, 3.777000, -48.277000, 1.382000
201.91, 208.80, 183.65, 3.807000, -48.242000, 1.360000
191.48, 208.80, 183.65, 3.835000, -48.197000, 1.337000
181.04, 208.80, 183.65, 3.868000, -48.135000, 1.312000
170.61, 208.80, 183.65, 3.890000, -48.047000, 1.304000
160.17, 208.80, 183.65, 3.923000, -47.956000, 1.276000
149.74, 208.80, 183.65, 3.959000, -47.845000, 1.253000
139.30, 208.80, 183.65, 4.020000, -47.719000, 1.244000
128.87, 208.80, 183.65, 4.067000, -47.563000, 1.217000
118.43, 219.24, 183.65, 4.175000, -47.351000, 1.234000
128.87, 219.24, 183.65, 4.154000, -47.530000, 1.260000
139.30, 219.24, 183.65, 4.080000, -47.685000, 1.274000
149.74, 219.24, 183.65, 4.016000, -47.828000, 1.276000
160.17, 219.24, 183.65, 3.963000, -47.947000, 1.294000
170.61, 219.24, 183.65, 3.930000, -48.047000, 1.321000
181.04, 219.24, 183.65, 3.899000, -48.123000, 1.343000
191.48, 219.24, 183.65, 3.874000, -48.198000, 1.345000
201.91, 219.24, 183.65, 3.840000, -48.244000, 1.361000
212.35, 219.24, 183.65, 3.811000, -48.276000, 1.390000
222.78, 219.24, 183.65, 3.785000, -48.280000, 1.388000
233.22, 219.24, 183.65, 3.755000, -48.284000, 1.401000
243.65, 219.24, 183.65, 3.727000, -48.260000, 1.422000
254.09, 219.24, 183.65, 3.699000, -48.228000, 1.441000
264.52, 219.24, 183.65, 3.667000, -48.175000, 1.450000
274.96, 219.24, 183.65, 3.638000, -48.112000, 1.453000
285.39, 219.24, 183.65, 3.607000, -48.033000, 1.456000
295.83, 219.24, 183.65, 3.573000, -47.924000, 1.456000
306.26, 219.24, 183.65, 3.535000, -47.828000, 1.447000
316.70, 219.24, 183.65, 3.501000, -47.687000, 1.442000
327.13, 219.24, 183.65, 3.457000, -47.531000, 1.413000
337.57, 219.24, 183.65, 3.401000, -47.352000, 1.418000
348.00, 229.67, 183.65, 3.328000, -47.159000, 1.381000
337.57, 229.67, 183.65, 3.315000, -47.348000, 1.424000
327.13, 229.67, 183.65, 3.386000, -47.523000, 1.436000
316.70, 229.67, 183.65, 3.449000, -47.675000, 1.473000
306.26, 229.67, 183.65, 3.489000, -47.813000, 1.467000
295.83, 229.67, 183.65, 3.533000, -47.934000, 1.475000
285.39, 229.67, 183.65, 3.570000, -48.035000, 1.466000
274.96, 229.67, 183.65, 3.603000, -48.116000, 1.473000
264.52, 229.67, 183.65, 3.635000, -48.183000, 1.468000
254.09, 229.67, 183.65, 3.666000, -48.236000, 1.433000
243.65, 229.67, 183.65, 3.701000, -48.274000, 1.439000
233.22, 229.67, 183.65, 3.735000, -48.290000, 1.436000
222.78, 229.67, 183.65, 3.756000, -48.287000, 1.423000
212.35, 229.67, 183.65, 3.788000, -48.276000, 1.399000
201.91, 229.67, 183.65, 3.823000, -48.252000, 1.382000
191.48, 229.67, 183.65, 3.846000, -48.206000, 1.378000
181.04, 229.67, 183.65, 3.870000, -48.138000, 1.349000
170.61, 229.67, 183.65, 3.900000, -48.041000, 1.339000
160.17, 229.67, 183.65, 3.937000, -47.953000, 1.317000
149.74, 229.67, 183.65, 3.973000, -47.834000, 1.301000
139.30, 229.67, 183.65, 4.010000, -47.704000, 1.303000
128.87, 229.67, 183.65, 4.070000, -47.537000, 1.281000
118.43, 240.11, 183.65, 4.149000, -47.359000, 1.342000
128.87, 240.11, 183.65, 4.113000, -47.517000, 1.351000
139.30, 240.11, 183.65, 4.056000, -47.698000, 1.332000
149.74, 240.11, 183.65, 4.001000, -47.833000, 1.341000
160.17, 240.11, 183.65, 3.962000, -47.960000, 1.349000
170.61, 240.11, 183.65, 3.933000, -48.059000, 1.342000
181.04, 240.11, 183.65, 3.907000, -48.136000, 1.370000
191.48, 240.11, 183.65, 3.876000, -48.210000, 1.391000
201.91, 240.11, 183.65, 3.848000, -48.262000, 1.389000
212.35, 240.11, 183.65, 3.815000, -48.294000, 1.397000
222.78, 240.11, 183.65, 3.791000, -48.296000, 1.404000
233.22, 240.11, 183.65, 3.763000, -48.299000, 1.432000
243.65, 240.11, 183.65, 3.736000, -48.283000, 1.446000
254.09, 240.11, 183.65, 3.700000, -48.249000, 1.455000
264.52, 240.11, 183.65, 3.671000, -48.204000, 1.480000
274.96, 240.11, 183.65, 3.636000, -48.125000, 1.474000
285.39, 240.11, 183.65, 3.599000, -48.047000, 1.491000
295.83, 240.11, 183.65, 3.563000, -47.936000, 1.477000
306.26, 240.11, 183.65, 3.520000, -47.834000, 1.488000
316.70, 240.11, 183.65, 3.477000, -47.699000, 1.491000
327.13, 240.11, 183.65, 3.425000, -47.543000, 1.478000
337.57, 240.11, 183.65, 3.352000, -47.363000, 1.457000
348.00, 250.54, 183.65, 3.249000, -47.207000, 1.443000
337.57, 250.54, 183.65, 3.243000, -47.370000, 1.481000
327.13, 250.54, 183.65, 3.346000, -47.556000, 1.497000
316.70, 250.54, 183.65, 3.427000, -47.706000, 1.507000
306.26, 250.54, 183.65, 3.477000, -47.834000, 1.503000
295.83, 250.54, 183.65, 3.530000, -47.956000, 1.495000
285.39, 250.54, 183.65, 3.570000, -48.063000, 1.492000
274.96, 250.54, 183.65, 3.606000, -48.141000, 1.492000
264.52, 250.54, 183.65, 3.639000, -48.215000, 1.475000
254.09, 250.54, 183.65, 3.675000, -48.273000, 1.464000
243.65, 250.54, 183.65, 3.709000, -48.296000, 1.456000
233.22, 250.54, 183.65, 3.739000, -48.325000, 1.433000
222.78, 250.54, 183.65, 3.761000, -48.324000, 1.433000
212.35, 250.54, 183.65, 3.795000, -48.301000, 1.415000
201.91, 250.54, 183.65, 3.824000, -48.279000, 1.405000
191.48, 250.54, 183.65, 3.848000, -48.230000, 1.398000
181.04, 250.54, 183.65, 3.881000, -48.157000, 1.384000
170.61, 250.54, 183.65, 3.907000, -48.081000, 1.371000
160.17, 250.54, 183.65, 3.932000, -47.976000, 1.366000
149.74, 250.54, 183.65, 3.963000, -47.871000, 1.357000
139.30, 250.54, 183.65, 3.989000, -47.740000, 1.351000
128.87, 250.54, 183.65, 4.029000, -47.578000, 1.366000
118.43, 260.98, 183.65, 4.049000, -47.465000, 1.402000
128.87, 260.98, 183.65, 4.032000, -47.612000, 1.383000
139.30, 260.98, 183.65, 4.008000, -47.755000, 1.371000
149.74, 260.98, 183.65, 3.974000, -47.893000, 1.371000
160.17, 260.98, 183.65, 3.953000, -48.007000, 1.377000
170.61, 260.98, 183.65, 3.929000, -48.099000, 1.378000
181.04, 260.98, 183.65, 3.904000, -48.181000, 1.397000
191.48, 260.98, 183.65, 3.878000, -48.249000, 1.404000
201.91, 260.98, 183.65, 3.849000, -48.296000, 1.405000
212.35, 260.98, 183.65, 3.821000, -48.331000, 1.418000
222.78, 260.98, 183.65, 3.797000, -48.342000, 1.436000
233.22, 260.98, 183.65, 3.768000, -48.341000, 1.451000
243.65, 260.98, 183.65, 3.740000, -48.318000, 1.454000
254.09, 260.98, 183.65, 3.706000, -48.290000, 1.476000
264.52, 260.98, 183.65, 3.684000, -48.238000, 1.479000
274.96, 260.98, 183.65, 3.644000, -48.180000, 1.497000
285.39, 260.98, 183.65, 3.603000, -48.086000, 1.502000
295.83, 260.98, 183.65, 3.566000, -48.000000, 1.514000
306.26, 260.98, 183.65, 3.529000, -47.871000, 1.530000
316.70, 260.98, 183.65, 3.478000, -47.739000, 1.531000
327.13, 260.98, 183.65, 3.403000, -47.600000, 1.551000
337.57, 260.98, 183.65, 3.308000, -47.433000, 1.528000
337.57, 271.41, 183.65, 3.263000, -47.441000, 1.574000
327.13, 271.41, 183.65, 3.321000, -47.629000, 1.572000
316.70, 271.41, 183.65, 3.426000, -47.783000, 1.581000
306.26, 271.41, 183.65, 3.488000, -47.898000, 1.539000
295.83, 271.41, 183.65, 3.540000, -48.020000, 1.523000
285.39, 271.41, 183.65, 3.587000, -48.112000, 1.518000
274.96, 271.41, 183.65, 3.623000, -48.195000, 1.502000
264.52, 271.41, 183.65, 3.655000, -48.254000, 1.497000
254.09, 271.41, 183.65, 3.686000, -48.306000, 1.472000
243.65, 271.41, 183.65, 3.717000, -48.338000, 1.467000
233.22, 271.41, 183.65, 3.746000, -48.365000, 1.460000
222.78, 271.41, 183.65, 3.771000, -48.368000, 1.452000
212.35, 271.41, 183.65, 3.800000, -48.355000, 1.427000
201.91, 271.41, 183.65, 3.825000, -48.321000, 1.426000
191.48, 271.41, 183.65, 3.855000, -48.283000, 1.419000
181.04, 271.41, 183.65, 3.880000, -48.220000, 1.389000
170.61, 271.41, 183.65, 3.905000, -48.129000, 1.388000
160.17, 271.41, 183.65, 3.928000, -48.039000, 1.379000
149.74, 271.41, 183.65, 3.952000, -47.948000, 1.390000
139.30, 271.41, 183.65, 3.975000, -47.812000, 1.378000
128.87, 281.85, 183.65, 4.010000, -47.712000, 1.398000
139.30, 281.85, 183.65, 3.994000, -47.850000, 1.390000
149.74, 281.85, 183.65, 3.966000, -47.970000, 1.378000
160.17, 281.85, 183.65, 3.948000, -48.070000, 1.401000
170.61, 281.85, 183.65, 3.926000, -48.164000, 1.405000
181.04, 281.85, 183.65, 3.903000, -48.251000, 1.400000
191.48, 281.85, 183.65, 3.876000, -48.315000, 1.419000
201.91, 281.85, 183.65, 3.858000, -48.347000, 1.432000
212.35, 281.85, 183.65, 3.825000, -48.376000, 1.433000
222.78, 281.85, 183.65, 3.798000, -48.392000, 1.450000
233.22, 281.85, 183.65, 3.774000, -48.394000, 1.446000
243.65, 281.85, 183.65, 3.748000, -48.381000, 1.477000
254.09, 281.85, 183.65, 3.725000, -48.343000, 1.473000
264.52, 281.85, 183.65, 3.691000, -48.296000, 1.492000
274.96, 281.85, 183.65, 3.661000, -48.227000, 1.502000
285.39, 281.85, 183.65, 3.631000, -48.147000, 1.527000
295.83, 281.85, 183.65, 3.592000, -48.067000, 1.542000
306.26, 281.85, 183.65, 3.549000, -47.949000, 1.545000
316.70, 281.85, 183.65, 3.509000, -47.832000, 1.589000
327.13, 281.85, 183.65, 3.442000, -47.682000, 1.620000
327.13, 292.28, 183.65, 3.435000, -47.762000, 1.665000
316.70, 292.28, 183.65, 3.498000, -47.868000, 1.609000
306.26, 292.28, 183.65, 3.533000, -47.990000, 1.577000
295.83, 292.28, 183.65, 3.573000, -48.083000, 1.540000
285.39, 292.28, 183.65, 3.608000, -48.196000, 1.525000
274.96, 292.28, 183.65, 3.641000, -48.273000, 1.518000
264.52, 292.28, 183.65, 3.664000, -48.320000, 1.498000
254.09, 292.28, 183.65, 3.702000, -48.377000, 1.474000
243.65, 292.28, 183.65, 3.727000, -48.408000, 1.478000
233.22, 292.28, 183.65, 3.751000, -48.429000, 1.460000
222.78, 292.28, 183.65, 3.779000, -48.430000, 1.455000
212.35, 292.28, 183.65, 3.803000, -48.418000, 1.441000
201.91, 292.28, 183.65, 3.831000, -48.391000, 1.442000
191.48, 292.28, 183.65, 3.853000, -48.345000, 1.418000
181.04, 292.28, 183.65, 3.882000, -48.285000, 1.405000
170.61, 292.28, 183.65, 3.906000, -48.211000, 1.406000
160.17, 292.28, 183.65, 3.933000, -48.118000, 1.381000
149.74, 292.28, 183.65, 3.941000, -48.030000, 1.386000
139.30, 302.72, 183.65, 3.947000, -47.975000, 1.334000
149.74, 302.72, 183.65, 3.951000, -48.056000, 1.363000
160.17, 302.72, 183.65, 3.953000, -48.149000, 1.372000
170.61, 302.72, 183.65, 3.934000, -48.254000, 1.402000
181.04, 302.72, 183.65, 3.908000, -48.324000, 1.417000
191.48, 302.72, 183.65, 3.882000, -48.388000, 1.419000
201.91, 302.72, 183.65, 3.852000, -48.434000, 1.431000
212.35, 302.72, 183.65, 3.829000, -48.460000, 1.431000
222.78, 302.72, 183.65, 3.801000, -48.466000, 1.442000
233.22, 302.72, 183.65, 3.778000, -48.459000, 1.444000
243.65, 302.72, 183.65, 3.763000, -48.452000, 1.465000
254.09, 302.72, 183.65, 3.732000, -48.416000, 1.478000
264.52, 302.72, 183.65, 3.705000, -48.370000, 1.497000
274.96, 302.72, 183.65, 3.676000, -48.315000, 1.525000
285.39, 302.72, 183.65, 3.652000, -48.237000, 1.517000
295.83, 302.72, 183.65, 3.618000, -48.144000, 1.536000
306.26, 302.72, 183.65, 3.580000, -48.035000, 1.561000
316.70, 302.72, 183.65, 3.549000, -47.937000, 1.572000
316.70, 313.15, 183.65, 3.544000, -47.940000, 1.542000
306.26, 313.15, 183.65, 3.564000, -48.059000, 1.546000
295.83, 313.15, 183.65, 3.593000, -48.191000, 1.565000
285.39, 313.15, 183.65, 3.636000, -48.279000, 1.550000
274.96, 313.15, 183.65, 3.663000, -48.349000, 1.522000
264.52, 313.15, 183.65, 3.700000, -48.412000, 1.499000
254.09, 313.15, 183.65, 3.724000, -48.453000, 1.484000
243.65, 313.15, 183.65, 3.740000, -48.468000, 1.457000
233.22, 313.15, 183.65, 3.762000, -48.500000, 1.451000
222.78, 313.15, 183.65, 3.785000, -48.494000, 1.440000
212.35, 313.15, 183.65, 3.802000, -48.497000, 1.429000
201.91, 313.15, 183.65, 3.822000, -48.470000, 1.436000
191.48, 313.15, 183.65, 3.852000, -48.437000, 1.428000
181.04, 313.15, 183.65, 3.877000, -48.372000, 1.430000
170.61, 313.15, 183.65, 3.927000, -48.317000, 1.416000
160.17, 313.15, 183.65, 3.954000, -48.214000, 1.385000
170.61, 323.59, 183.65, 3.968000, -48.343000, 1.440000
181.04, 323.59, 183.65, 3.919000, -48.437000, 1.449000
191.48, 323.59, 183.65, 3.872000, -48.495000, 1.438000
201.91, 323.59, 183.65, 3.836000, -48.512000, 1.422000
212.35, 323.59, 183.65, 3.812000, -48.531000, 1.431000
222.78, 323.59, 183.65, 3.794000, -48.539000, 1.416000
233.22, 323.59, 183.65, 3.784000, -48.529000, 1.431000
243.65, 323.59, 183.65, 3.774000, -48.510000, 1.441000
254.09, 323.59, 183.65, 3.754000, -48.497000, 1.455000
264.52, 323.59, 183.65, 3.744000, -48.468000, 1.492000
274.96, 323.59, 183.65, 3.720000, -48.415000, 1.530000
285.39, 323.59, 183.65, 3.684000, -48.356000, 1.567000
274.96, 334.02, 183.65, 3.705000, -48.463000, 1.541000
264.52, 334.02, 183.65, 3.754000, -48.506000, 1.491000
254.09, 334.02, 183.65, 3.772000, -48.534000, 1.450000
243.65, 334.02, 183.65, 3.783000, -48.541000, 1.417000
233.22, 334.02, 183.65, 3.775000, -48.543000, 1.409000
222.78, 334.02, 183.65, 3.781000, -48.567000, 1.385000
212.35, 334.02, 183.65, 3.779000, -48.555000, 1.390000
201.91, 334.02, 183.65, 3.789000, -48.573000, 1.407000
191.48, 344.45, 194.09, 3.788000, -48.709000, 1.489000
201.91, 344.45, 194.09, 3.755000, -48.706000, 1.395000
212.35, 344.45, 194.09, 3.736000, -48.684000, 1.339000
222.78, 344.45, 194.09, 3.749000, -48.655000, 1.301000
233.22, 344.45, 194.09, 3.765000, -48.647000, 1.304000
243.65, 344.45, 194.09, 3.787000, -48.638000, 1.344000
254.09, 344.45, 194.09, 3.816000, -48.640000, 1.399000
264.52, 344.45, 194.09, 3.826000, -48.627000, 1.490000
295.83, 334.02, 194.09, 3.627000, -48.399000, 1.744000
285.39, 334.02, 194.09, 3.602000, -48.468000, 1.703000
274.96, 334.02, 194.09, 3.675000, -48.522000, 1.625000
264.52, 334.02, 194.09, 3.727000, -48.565000, 1.539000
254.09, 334.02, 194.09, 3.759000, -48.593000, 1.489000
243.65, 334.02, 194.09, 3.769000, -48.594000, 1.446000
233.22, 334.02, 194.09, 3.769000, -48.613000, 1.420000
222.78, 334.02, 194.09, 3.777000, -48.631000, 1.420000
212.35, 334.02, 194.09, 3.782000, -48.639000, 1.401000
201.91, 334.02, 194.09, 3.796000, -48.624000, 1.461000
191.48, 334.02, 194.09, 3.833000, -48.610000, 1.509000
181.04, 334.02, 194.09, 3.904000, -48.570000, 1.567000
160.17, 323.59, 194.09, 4.127000, -48.254000, 1.469000
170.61, 323.59, 194.09, 4.088000, -48.376000, 1.514000
181.04, 323.59, 194.09, 4.013000, -48.466000, 1.523000
191.48, 323.59, 194.09, 3.938000, -48.534000, 1.495000
201.91, 323.59, 194.09, 3.875000, -48.563000, 1.486000
212.35, 323.59, 194.09, 3.827000, -48.591000, 1.447000
222.78, 323.59, 194.09, 3.804000, -48.586000, 1.450000
233.22, 323.59, 194.09, 3.781000, -48.578000, 1.473000
243.65, 323.59, 194.09, 3.757000, -48.571000, 1.475000
254.09, 323.59, 194.09, 3.743000, -48.547000, 1.511000
264.52, 323.59, 194.09, 3.714000, -48.512000, 1.554000
274.96, 323.59, 194.09, 3.672000, -48.455000, 1.611000
285.39, 323.59, 194.09, 3.615000, -48.383000, 1.634000
295.83, 323.59, 194.09, 3.559000, -48.285000, 1.654000
316.70, 313.15, 194.09, 3.431000, -48.002000, 1.541000
306.26, 313.15, 194.09, 3.444000, -48.112000, 1.588000
295.83, 313.15, 194.09, 3.487000, -48.225000, 1.599000
285.39, 313.15, 194.09, 3.551000, -48.302000, 1.596000
274.96, 313.15, 194.09, 3.595000, -48.392000, 1.585000
264.52, 313.15, 194.09, 3.639000, -48.457000, 1.548000
254.09, 313.15, 194.09, 3.689000, -48.487000, 1.535000
243.65, 313.15, 194.09, 3.724000, -48.520000, 1.502000
233.22, 313.15, 194.09, 3.753000, -48.545000, 1.487000
222.78, 313.15, 194.09, 3.787000, -48.538000, 1.476000
212.35, 313.15, 194.09, 3.817000, -48.543000, 1.478000
201.91, 313.15, 194.09, 3.845000, -48.507000, 1.489000
191.48, 313.15, 194.09, 3.894000, -48.464000, 1.483000
181.04, 313.15, 194.09, 3.947000, -48.405000, 1.488000
170.61, 313.15, 194.09, 4.008000, -48.326000, 1.476000
160.17, 313.15, 194.09, 4.054000, -48.229000, 1.435000
139.30, 302.72, 194.09, 4.038000, -48.032000, 1.381000
149.74, 302.72, 194.09, 4.036000, -48.104000, 1.406000
160.17, 302.72, 194.09, 4.042000, -48.188000, 1.428000
170.61, 302.72, 194.09, 4.026000, -48.271000, 1.439000
181.04, 302.72, 194.09, 3.989000, -48.354000, 1.472000
191.48, 302.72, 194.09, 3.944000, -48.417000, 1.474000
201.91, 302.72, 194.09, 3.900000, -48.471000, 1.468000
212.35, 302.72, 194.09, 3.859000, -48.489000, 1.476000
222.78, 302.72, 194.09, 3.815000, -48.503000, 1.474000
