X[mm],Y[mm],Z[mm],Bx[mT],By[mT],Bz[mT]
170.61, 250.54, 121.04, 3.415000, -48.181000, 1.232000
160.17, 250.54, 121.04, 3.333000, -48.088000, 1.214000
149.74, 250.54, 121.04, 3.258000, -47.992000, 1.208000
139.30, 250.54, 121.04, 3.163000, -47.853000, 1.176000
128.87, 260.98, 121.04, 3.080000, -47.738000, 1.118000
139.30, 260.98, 121.04, 3.107000, -47.861000, 1.148000
149.74, 260.98, 121.04, 3.182000, -47.995000, 1.155000
160.17, 260.98, 121.04, 3.274000, -48.110000, 1.180000
170.61, 260.98, 121.04, 3.357000, -48.226000, 1.217000
181.04, 260.98, 121.04, 3.430000, -48.278000, 1.220000
191.48, 260.98, 121.04, 3.507000, -48.337000, 1.250000
201.91, 260.98, 121.04, 3.584000, -48.379000, 1.245000
212.35, 260.98, 121.04, 3.660000, -48.408000, 1.274000
222.78, 260.98, 121.04, 3.726000, -48.401000, 1.288000
233.22, 260.98, 121.04, 3.794000, -48.392000, 1.321000
243.65, 260.98, 121.04, 3.864000, -48.364000, 1.304000
254.09, 260.98, 121.04, 3.918000, -48.322000, 1.332000
264.52, 260.98, 121.04, 3.984000, -48.262000, 1.342000
274.96, 260.98, 121.04, 4.045000, -48.191000, 1.350000
285.39, 260.98, 121.04, 4.104000, -48.109000, 1.355000
295.83, 260.98, 121.04, 4.153000, -47.997000, 1.351000
306.26, 260.98, 121.04, 4.215000, -47.884000, 1.350000
316.70, 260.98, 121.04, 4.284000, -47.740000, 1.376000
327.13, 260.98, 121.04, 4.346000, -47.622000, 1.405000
337.57, 271.41, 121.04, 4.448000, -47.429000, 1.611000
327.13, 271.41, 121.04, 4.497000, -47.600000, 1.394000
316.70, 271.41, 121.04, 4.371000, -47.761000, 1.325000
306.26, 271.41, 121.04, 4.290000, -47.890000, 1.323000
295.83, 271.41, 121.04, 4.216000, -48.018000, 1.309000
285.39, 271.41, 121.04, 4.152000, -48.129000, 1.311000
274.96, 271.41, 121.04, 4.092000, -48.204000, 1.298000
264.52, 271.41, 121.04, 4.034000, -48.278000, 1.310000
254.09, 271.41, 121.04, 3.989000, -48.350000, 1.300000
243.65, 271.41, 121.04, 3.927000, -48.391000, 1.293000
233.22, 271.41, 121.04, 3.849000, -48.429000, 1.288000
222.78, 271.41, 121.04, 3.779000, -48.427000, 1.259000
212.35, 271.41, 121.04, 3.725000, -48.420000, 1.248000
201.91, 271.41, 121.04, 3.655000, -48.404000, 1.228000
191.48, 271.41, 121.04, 3.576000, -48.370000, 1.224000
181.04, 271.41, 121.04, 3.521000, -48.307000, 1.177000
170.61, 271.41, 121.04, 3.439000, -48.241000, 1.179000
160.17, 271.41, 121.04, 3.361000, -48.143000, 1.154000
149.74, 271.41, 121.04, 3.270000, -48.047000, 1.130000
139.30, 271.41, 121.04, 3.193000, -47.920000, 1.097000
139.30, 281.85, 121.04, 3.140000, -47.955000, 1.034000
149.74, 281.85, 121.04, 3.231000, -48.090000, 1.076000
160.17, 281.85, 121.04, 3.324000, -48.174000, 1.131000
170.61, 281.85, 121.04, 3.385000, -48.265000, 1.164000
181.04, 281.85, 121.04, 3.459000, -48.343000, 1.180000
191.48, 281.85, 121.04, 3.533000, -48.396000, 1.184000
201.91, 281.85, 121.04, 3.589000, -48.436000, 1.219000
212.35, 281.85, 121.04, 3.667000, -48.449000, 1.217000
222.78, 281.85, 121.04, 3.739000, -48.462000, 1.250000
233.22, 281.85, 121.04, 3.808000, -48.447000, 1.248000
243.65, 281.85, 121.04, 3.861000, -48.419000, 1.273000
254.09, 281.85, 121.04, 3.925000, -48.376000, 1.278000
264.52, 281.85, 121.04, 3.989000, -48.314000, 1.271000
274.96, 281.85, 121.04, 4.049000, -48.259000, 1.287000
285.39, 281.85, 121.04, 4.093000, -48.153000, 1.281000
295.83, 281.85, 121.04, 4.152000, -48.059000, 1.282000
306.26, 281.85, 121.04, 4.212000, -47.962000, 1.266000
316.70, 281.85, 121.04, 4.284000, -47.818000, 1.225000
316.70, 292.28, 121.04, 4.288000, -47.909000, 1.164000
306.26, 292.28, 121.04, 4.224000, -48.020000, 1.243000
295.83, 292.28, 121.04, 4.190000, -48.113000, 1.264000
285.39, 292.28, 121.04, 4.145000, -48.208000, 1.267000
274.96, 292.28, 121.04, 4.095000, -48.287000, 1.266000
264.52, 292.28, 121.04, 4.040000, -48.358000, 1.249000
254.09, 292.28, 121.04, 3.974000, -48.407000, 1.261000
243.65, 292.28, 121.04, 3.914000, -48.443000, 1.237000
233.22, 292.28, 121.04, 3.865000, -48.481000, 1.254000
222.78, 292.28, 121.04, 3.795000, -48.492000, 1.219000
212.35, 292.28, 121.04, 3.726000, -48.485000, 1.225000
201.91, 292.28, 121.04, 3.671000, -48.464000, 1.213000
191.48, 292.28, 121.04, 3.606000, -48.437000, 1.164000
181.04, 292.28, 121.04, 3.531000, -48.379000, 1.183000
170.61, 292.28, 121.04, 3.466000, -48.322000, 1.138000
160.17, 292.28, 121.04, 3.412000, -48.249000, 1.137000
160.17, 302.72, 121.04, 3.394000, -48.279000, 1.159000
170.61, 302.72, 121.04, 3.422000, -48.356000, 1.148000
181.04, 302.72, 121.04, 3.484000, -48.414000, 1.134000
191.48, 302.72, 121.04, 3.542000, -48.474000, 1.161000
201.91, 302.72, 121.04, 3.615000, -48.499000, 1.158000
212.35, 302.72, 121.04, 3.690000, -48.519000, 1.199000
222.78, 302.72, 121.04, 3.752000, -48.540000, 1.218000
233.22, 302.72, 121.04, 3.805000, -48.516000, 1.206000
243.65, 302.72, 121.04, 3.861000, -48.496000, 1.217000
254.09, 302.72, 121.04, 3.927000, -48.447000, 1.222000
264.52, 302.72, 121.04, 3.975000, -48.403000, 1.236000
274.96, 302.72, 121.04, 4.041000, -48.335000, 1.230000
285.39, 302.72, 121.04, 4.102000, -48.250000, 1.258000
295.83, 302.72, 121.04, 4.164000, -48.170000, 1.283000
295.83, 313.15, 121.04, 4.209000, -48.176000, 1.285000
285.39, 313.15, 121.04, 4.198000, -48.275000, 1.230000
274.96, 313.15, 121.04, 4.109000, -48.371000, 1.179000
264.52, 313.15, 121.04, 4.028000, -48.438000, 1.202000
254.09, 313.15, 121.04, 3.971000, -48.499000, 1.197000
243.65, 313.15, 121.04, 3.909000, -48.539000, 1.211000
233.22, 313.15, 121.04, 3.851000, -48.565000, 1.214000
222.78, 313.15, 121.04, 3.802000, -48.570000, 1.193000
212.35, 313.15, 121.04, 3.751000, -48.567000, 1.191000
201.91, 313.15, 121.04, 3.691000, -48.542000, 1.138000
191.48, 313.15, 121.04, 3.614000, -48.511000, 1.149000
181.04, 313.15, 121.04, 3.528000, -48.464000, 1.138000
181.04, 323.59, 121.04, 3.490000, -48.501000, 1.054000
191.48, 323.59, 121.04, 3.548000, -48.554000, 1.064000
201.91, 323.59, 121.04, 3.657000, -48.609000, 1.094000
212.35, 323.59, 121.04, 3.719000, -48.626000, 1.160000
222.78, 323.59, 121.04, 3.774000, -48.633000, 1.192000
233.22, 323.59, 121.04, 3.822000, -48.625000, 1.192000
243.65, 323.59, 121.04, 3.862000, -48.600000, 1.187000
254.09, 323.59, 121.04, 3.895000, -48.566000, 1.177000
264.52, 323.59, 121.04, 3.948000, -48.519000, 1.125000
274.96, 323.59, 121.04, 4.032000, -48.438000, 1.113000
243.65, 334.02, 121.04, 3.863000, -48.696000, 1.214000
233.22, 334.02, 121.04, 3.844000, -48.714000, 1.232000
201.91, 344.45, 131.48, 3.861000, -48.726000, 1.244000
212.35, 344.45, 131.48, 3.880000, -48.717000, 1.349000
222.78, 344.45, 131.48, 3.867000, -48.715000, 1.401000
233.22, 344.45, 131.48, 3.838000, -48.708000, 1.421000
243.65, 344.45, 131.48, 3.806000, -48.705000, 1.412000
254.09, 344.45, 131.48, 3.777000, -48.709000, 1.338000
285.39, 334.02, 131.48, 3.945000, -48.465000, 1.027000
274.96, 334.02, 131.48, 3.988000, -48.531000, 1.108000
264.52, 334.02, 131.48, 3.899000, -48.589000, 1.186000
254.09, 334.02, 131.48, 3.846000, -48.623000, 1.252000
243.65, 334.02, 131.48, 3.832000, -48.628000, 1.285000
233.22, 334.02, 131.48, 3.821000, -48.644000, 1.327000
222.78, 334.02, 131.48, 3.816000, -48.645000, 1.296000
212.35, 334.02, 131.48, 3.812000, -48.651000, 1.274000
201.91, 334.02, 131.48, 3.789000, -48.641000, 1.182000
191.48, 334.02, 131.48, 3.738000, -48.610000, 1.113000
160.17, 323.59, 131.48, 3.379000, -48.287000, 1.155000
170.61, 323.59, 131.48, 3.392000, -48.395000, 1.112000
181.04, 323.59, 131.48, 3.518000, -48.465000, 1.120000
191.48, 323.59, 131.48, 3.620000, -48.535000, 1.151000
201.91, 323.59, 131.48, 3.685000, -48.568000, 1.191000
212.35, 323.59, 131.48, 3.745000, -48.587000, 1.216000
222.78, 323.59, 131.48, 3.782000, -48.589000, 1.259000
233.22, 323.59, 131.48, 3.806000, -48.574000, 1.263000
243.65, 323.59, 131.48, 3.830000, -48.564000, 1.265000
254.09, 323.59, 131.48, 3.867000, -48.538000, 1.234000
264.52, 323.59, 131.48, 3.904000, -48.505000, 1.207000
274.96, 323.59, 131.48, 3.946000, -48.428000, 1.186000
285.39, 323.59, 131.48, 4.033000, -48.332000, 1.179000
295.83, 323.59, 131.48, 4.150000, -48.208000, 1.207000
316.70, 313.15, 131.48, 4.203000, -47.960000, 1.561000
306.26, 313.15, 131.48, 4.183000, -48.047000, 1.407000
295.83, 313.15, 131.48, 4.162000, -48.156000, 1.310000
285.39, 313.15, 131.48, 4.098000, -48.264000, 1.254000
274.96, 313.15, 131.48, 4.028000, -48.357000, 1.236000
264.52, 313.15, 131.48, 3.971000, -48.426000, 1.249000
254.09, 313.15, 131.48, 3.920000, -48.473000, 1.253000
243.65, 313.15, 131.48, 3.874000, -48.513000, 1.267000
233.22, 313.15, 131.48, 3.831000, -48.523000, 1.244000
222.78, 313.15, 131.48, 3.805000, -48.531000, 1.254000
212.35, 313.15, 131.48, 3.760000, -48.534000, 1.230000
201.91, 313.15, 131.48, 3.707000, -48.511000, 1.206000
191.48, 313.15, 131.48, 3.650000, -48.470000, 1.172000
181.04, 313.15, 131.48, 3.591000, -48.424000, 1.151000
170.61, 313.15, 131.48, 3.517000, -48.346000, 1.174000
160.17, 313.15, 131.48, 3.445000, -48.259000, 1.176000
139.30, 302.72, 131.48, 3.494000, -48.063000, 1.173000
149.74, 302.72, 131.48, 3.489000, -48.128000, 1.198000
160.17, 302.72, 131.48, 3.466000, -48.224000, 1.184000
170.61, 302.72, 131.48, 3.490000, -48.306000, 1.186000
181.04, 302.72, 131.48, 3.544000, -48.379000, 1.175000
191.48, 302.72, 131.48, 3.588000, -48.425000, 1.199000
201.91, 302.72, 131.48, 3.651000, -48.468000, 1.221000
212.35, 302.72, 131.48, 3.704000, -48.484000, 1.228000
222.78, 302.72, 131.48, 3.755000, -48.494000, 1.244000
233.22, 302.72, 131.48, 3.798000, -48.480000, 1.260000
243.65, 302.72, 131.48, 3.844000, -48.457000, 1.282000
254.09, 302.72, 131.48, 3.886000, -48.431000, 1.263000
264.52, 302.72, 131.48, 3.922000, -48.387000, 1.276000
274.96, 302.72, 131.48, 3.973000, -48.309000, 1.275000
285.39, 302.72, 131.48, 4.023000, -48.219000, 1.296000
295.83, 302.72, 131.48, 4.077000, -48.123000, 1.308000
306.26, 302.72, 131.48, 4.109000, -48.036000, 1.342000
316.70, 302.72, 131.48, 4.110000, -47.959000, 1.368000
327.13, 292.28, 131.48, 4.109000, -47.744000, 1.146000
316.70, 292.28, 131.48, 4.140000, -47.866000, 1.272000
306.26, 292.28, 131.48, 4.119000, -47.986000, 1.307000
295.83, 292.28, 131.48, 4.091000, -48.086000, 1.317000
285.39, 292.28, 131.48, 4.055000, -48.178000, 1.301000
274.96, 292.28, 131.48, 4.013000, -48.254000, 1.304000
264.52, 292.28, 131.48, 3.974000, -48.324000, 1.305000
254.09, 292.28, 131.48, 3.928000, -48.390000, 1.289000
243.65, 292.28, 131.48, 3.880000, -48.425000, 1.292000
233.22, 292.28, 131.48, 3.835000, -48.446000, 1.262000
222.78, 292.28, 131.48, 3.793000, -48.457000, 1.272000
212.35, 292.28, 131.48, 3.743000, -48.451000, 1.253000
201.91, 292.28, 131.48, 3.687000, -48.430000, 1.239000
191.48, 292.28, 131.48, 3.629000, -48.385000, 1.206000
181.04, 292.28, 131.48, 3.586000, -48.338000, 1.185000
170.61, 292.28, 131.48, 3.537000, -48.269000, 1.200000
160.17, 292.28, 131.48, 3.481000, -48.183000, 1.158000
149.74, 292.28, 131.48, 3.450000, -48.110000, 1.141000
128.87, 281.85, 131.48, 3.268000, -47.772000, 1.017000
139.30, 281.85, 131.48, 3.249000, -47.902000, 1.103000
149.74, 281.85, 131.48, 3.356000, -48.037000, 1.141000
160.17, 281.85, 131.48, 3.420000, -48.139000, 1.168000
170.61, 281.85, 131.48, 3.473000, -48.231000, 1.192000
181.04, 281.85, 131.48, 3.527000, -48.302000, 1.228000
191.48, 281.85, 131.48, 3.587000, -48.352000, 1.228000
201.91, 281.85, 131.48, 3.639000, -48.388000, 1.250000
212.35, 281.85, 131.48, 3.690000, -48.420000, 1.258000
222.78, 281.85, 131.48, 3.742000, -48.430000, 1.275000
233.22, 281.85, 131.48, 3.796000, -48.410000, 1.277000
243.65, 281.85, 131.48, 3.836000, -48.396000, 1.289000
254.09, 281.85, 131.48, 3.888000, -48.352000, 1.306000
264.52, 281.85, 131.48, 3.930000, -48.296000, 1.320000
274.96, 281.85, 131.48, 3.981000, -48.230000, 1.327000
285.39, 281.85, 131.48, 4.013000, -48.140000, 1.322000
295.83, 281.85, 131.48, 4.056000, -48.047000, 1.329000
306.26, 281.85, 131.48, 4.101000, -47.935000, 1.323000
316.70, 281.85, 131.48, 4.151000, -47.790000, 1.306000
327.13, 281.85, 131.48, 4.215000, -47.634000, 1.264000
337.57, 271.41, 131.48, 4.358000, -47.364000, 1.508000
327.13, 271.41, 131.48, 4.312000, -47.561000, 1.404000
316.70, 271.41, 131.48, 4.211000, -47.729000, 1.364000
306.26, 271.41, 131.48, 4.151000, -47.870000, 1.343000
295.83, 271.41, 131.48, 4.102000, -47.999000, 1.362000
285.39, 271.41, 131.48, 4.056000, -48.103000, 1.351000
274.96, 271.41, 131.48, 4.008000, -48.184000, 1.354000
264.52, 271.41, 131.48, 3.973000, -48.260000, 1.342000
254.09, 271.41, 131.48, 3.926000, -48.319000, 1.327000
243.65, 271.41, 131.48, 3.881000, -48.362000, 1.328000
233.22, 271.41, 131.48, 3.829000, -48.372000, 1.300000
222.78, 271.41, 131.48, 3.787000, -48.395000, 1.307000
212.35, 271.41, 131.48, 3.728000, -48.392000, 1.275000
201.91, 271.41, 131.48, 3.671000, -48.371000, 1.267000
191.48, 271.41, 131.48, 3.617000, -48.333000, 1.248000
181.04, 271.41, 131.48, 3.569000, -48.267000, 1.222000
170.61, 271.41, 131.48, 3.507000, -48.194000, 1.221000
160.17, 271.41, 131.48, 3.451000, -48.099000, 1.189000
149.74, 271.41, 131.48, 3.393000, -48.002000, 1.169000
139.30, 271.41, 131.48, 3.321000, -47.873000, 1.131000
118.43, 260.98, 131.48, 3.206000, -47.521000, 1.123000
128.87, 260.98, 131.48, 3.203000, -47.684000, 1.146000
139.30, 260.98, 131.48, 3.247000, -47.824000, 1.185000
149.74, 260.98, 131.48, 3.318000, -47.950000, 1.197000
160.17, 260.98, 131.48, 3.382000, -48.062000, 1.208000
170.61, 260.98, 131.48, 3.448000, -48.165000, 1.234000
181.04, 260.98, 131.48, 3.514000, -48.240000, 1.243000
191.48, 260.98, 131.48, 3.562000, -48.285000, 1.277000
201.91, 260.98, 131.48, 3.621000, -48.331000, 1.275000
212.35, 260.98, 131.48, 3.677000, -48.354000, 1.298000
222.78, 260.98, 131.48, 3.731000, -48.369000, 1.305000
233.22, 260.98, 131.48, 3.783000, -48.359000, 1.328000
243.65, 260.98, 131.48, 3.829000, -48.343000, 1.348000
254.09, 260.98, 131.48, 3.882000, -48.294000, 1.349000
264.52, 260.98, 131.48, 3.934000, -48.229000, 1.366000
274.96, 260.98, 131.48, 3.968000, -48.174000, 1.363000
285.39, 260.98, 131.48, 4.014000, -48.075000, 1.364000
295.83, 260.98, 131.48, 4.060000, -47.979000, 1.381000
306.26, 260.98, 131.48, 4.102000, -47.855000, 1.379000
316.70, 260.98, 131.48, 4.146000, -47.726000, 1.400000
327.13, 260.98, 131.48, 4.200000, -47.567000, 1.417000
337.57, 260.98, 131.48, 4.243000, -47.394000, 1.469000
348.00, 250.54, 131.48, 4.257000, -47.221000, 1.264000
337.57, 250.54, 131.48, 4.287000, -47.368000, 1.383000
327.13, 250.54, 131.48, 4.241000, -47.533000, 1.394000
316.70, 250.54, 131.48, 4.192000, -47.686000, 1.411000
306.26, 250.54, 131.48, 4.139000, -47.818000, 1.402000
295.83, 250.54, 131.48, 4.102000, -47.939000, 1.396000
285.39, 250.54, 131.48, 4.053000, -48.046000, 1.401000
274.96, 250.54, 131.48, 4.008000, -48.140000, 1.384000
264.52, 250.54, 131.48, 3.973000, -48.214000, 1.381000
254.09, 250.54, 131.48, 3.923000, -48.263000, 1.366000
243.65, 250.54, 131.48, 3.875000, -48.318000, 1.368000
233.22, 250.54, 131.48, 3.819000, -48.335000, 1.328000
222.78, 250.54, 131.48, 3.766000, -48.345000, 1.333000
212.35, 250.54, 131.48, 3.721000, -48.332000, 1.308000
201.91, 250.54, 131.48, 3.664000, -48.319000, 1.305000
191.48, 250.54, 131.48, 3.604000, -48.277000, 1.282000
181.04, 250.54, 131.48, 3.558000, -48.214000, 1.260000
170.61, 250.54, 131.48, 3.495000, -48.140000, 1.263000
160.17, 250.54, 131.48, 3.432000, -48.044000, 1.231000
149.74, 250.54, 131.48, 3.360000, -47.937000, 1.215000
139.30, 250.54, 131.48, 3.296000, -47.795000, 1.197000
128.87, 250.54, 131.48, 3.213000, -47.639000, 1.165000
118.43, 240.11, 131.48, 3.074000, -47.461000, 1.180000
128.87, 240.11, 131.48, 3.074000, -47.601000, 1.230000
139.30, 240.11, 131.48, 3.205000, -47.784000, 1.217000
149.74, 240.11, 131.48, 3.297000, -47.915000, 1.259000
160.17, 240.11, 131.48, 3.381000, -48.022000, 1.265000
170.61, 240.11, 131.48, 3.434000, -48.113000, 1.261000
181.04, 240.11, 131.48, 3.498000, -48.197000, 1.287000
191.48, 240.11, 131.48, 3.561000, -48.259000, 1.290000
201.91, 240.11, 131.48, 3.617000, -48.304000, 1.329000
212.35, 240.11, 131.48, 3.670000, -48.326000, 1.317000
222.78, 240.11, 131.48, 3.723000, -48.331000, 1.323000
233.22, 240.11, 131.48, 3.776000, -48.327000, 1.355000
243.65, 240.11, 131.48, 3.830000, -48.299000, 1.366000
254.09, 240.11, 131.48, 3.880000, -48.263000, 1.385000
264.52, 240.11, 131.48, 3.921000, -48.206000, 1.387000
274.96, 240.11, 131.48, 3.967000, -48.139000, 1.420000
285.39, 240.11, 131.48, 4.006000, -48.043000, 1.407000
295.83, 240.11, 131.48, 4.059000, -47.942000, 1.427000
306.26, 240.11, 131.48, 4.105000, -47.820000, 1.426000
316.70, 240.11, 131.48, 4.151000, -47.686000, 1.420000
327.13, 240.11, 131.48, 4.199000, -47.547000, 1.421000
337.57, 240.11, 131.48, 4.270000, -47.366000, 1.394000
348.00, 229.67, 131.48, 4.375000, -47.198000, 1.462000
337.57, 229.67, 131.48, 4.370000, -47.357000, 1.444000
327.13, 229.67, 131.48, 4.279000, -47.518000, 1.444000
316.70, 229.67, 131.48, 4.204000, -47.674000, 1.453000
306.26, 229.67, 131.48, 4.144000, -47.820000, 1.455000
295.83, 229.67, 131.48, 4.092000, -47.928000, 1.441000
285.39, 229.67, 131.48, 4.054000, -48.034000, 1.436000
274.96, 229.67, 131.48, 4.003000, -48.122000, 1.418000
264.52, 229.67, 131.48, 3.956000, -48.191000, 1.410000
254.09, 229.67, 131.48, 3.910000, -48.251000, 1.398000
243.65, 229.67, 131.48, 3.870000, -48.285000, 1.374000
233.22, 229.67, 131.48, 3.815000, -48.318000, 1.373000
222.78, 229.67, 131.48, 3.762000, -48.322000, 1.362000
212.35, 229.67, 131.48, 3.722000, -48.321000, 1.350000
201.91, 229.67, 131.48, 3.665000, -48.297000, 1.318000
191.48, 229.67, 131.48, 3.609000, -48.249000, 1.299000
181.04, 229.67, 131.48, 3.550000, -48.191000, 1.322000
170.61, 229.67, 131.48, 3.502000, -48.117000, 1.274000
160.17, 229.67, 131.48, 3.433000, -48.027000, 1.284000
149.74, 229.67, 131.48, 3.365000, -47.909000, 1.262000
139.30, 229.67, 131.48, 3.282000, -47.780000, 1.277000
128.87, 229.67, 131.48, 3.204000, -47.626000, 1.269000
118.43, 219.24, 131.48, 3.098000, -47.455000, 1.301000
128.87, 219.24, 131.48, 3.126000, -47.627000, 1.308000
139.30, 219.24, 131.48, 3.232000, -47.767000, 1.316000
149.74, 219.24, 131.48, 3.305000, -47.903000, 1.289000
160.17, 219.24, 131.48, 3.378000, -48.015000, 1.305000
170.61, 219.24, 131.48, 3.447000, -48.111000, 1.314000
181.04, 219.24, 131.48, 3.496000, -48.190000, 1.322000
191.48, 219.24, 131.48, 3.553000, -48.245000, 1.329000
201.91, 219.24, 131.48, 3.613000, -48.278000, 1.317000
212.35, 219.24, 131.48, 3.669000, -48.311000, 1.357000
222.78, 219.24, 131.48, 3.716000, -48.314000, 1.353000
233.22, 219.24, 131.48, 3.766000, -48.313000, 1.384000
243.65, 219.24, 131.48, 3.824000, -48.285000, 1.389000
254.09, 219.24, 131.48, 3.872000, -48.256000, 1.400000
264.52, 219.24, 131.48, 3.915000, -48.194000, 1.427000
274.96, 219.24, 131.48, 3.956000, -48.127000, 1.419000
285.39, 219.24, 131.48, 4.006000, -48.041000, 1.450000
295.83, 219.24, 131.48, 4.051000, -47.953000, 1.460000
306.26, 219.24, 131.48, 4.089000, -47.821000, 1.471000
316.70, 219.24, 131.48, 4.152000, -47.695000, 1.471000
327.13, 219.24, 131.48, 4.216000, -47.543000, 1.464000
337.57, 219.24, 131.48, 4.302000, -47.383000, 1.462000
348.00, 208.80, 131.48, 4.429000, -47.182000, 1.447000
337.57, 208.80, 131.48, 4.442000, -47.379000, 1.511000
327.13, 208.80, 131.48, 4.296000, -47.545000, 1.537000
316.70, 208.80, 131.48, 4.218000, -47.683000, 1.503000
306.26, 208.80, 131.48, 4.142000, -47.820000, 1.497000
295.83, 208.80, 131.48, 4.085000, -47.936000, 1.476000
285.39, 208.80, 131.48, 4.038000, -48.044000, 1.451000
274.96, 208.80, 131.48, 3.987000, -48.126000, 1.461000
264.52, 208.80, 131.48, 3.954000, -48.185000, 1.412000
254.09, 208.80, 131.48, 3.903000, -48.245000, 1.407000
243.65, 208.80, 131.48, 3.859000, -48.286000, 1.406000
233.22, 208.80, 131.48, 3.809000, -48.308000, 1.378000
222.78, 208.80, 131.48, 3.763000, -48.320000, 1.371000
212.35, 208.80, 131.48, 3.710000, -48.304000, 1.344000
201.91, 208.80, 131.48, 3.657000, -48.286000, 1.348000
191.48, 208.80, 131.48, 3.612000, -48.251000, 1.337000
181.04, 208.80, 131.48, 3.557000, -48.192000, 1.310000
170.61, 208.80, 131.48, 3.503000, -48.124000, 1.319000
160.17, 208.80, 131.48, 3.447000, -48.022000, 1.299000
149.74, 208.80, 131.48, 3.379000, -47.925000, 1.309000
139.30, 208.80, 131.48, 3.321000, -47.800000, 1.290000
128.87, 208.80, 131.48, 3.237000, -47.660000, 1.310000
128.87, 198.37, 131.48, 3.217000, -47.698000, 1.334000
139.30, 198.37, 131.48, 3.272000, -47.815000, 1.337000
149.74, 198.37, 131.48, 3.347000, -47.944000, 1.312000
160.17, 198.37, 131.48, 3.411000, -48.037000, 1.321000
170.61, 198.37, 131.48, 3.471000, -48.121000, 1.305000
181.04, 198.37, 131.48, 3.512000, -48.187000, 1.331000
191.48, 198.37, 131.48, 3.571000, -48.245000, 1.346000
201.91, 198.37, 131.48, 3.618000, -48.294000, 1.335000
212.35, 198.37, 131.48, 3.673000, -48.317000, 1.362000
222.78, 198.37, 131.48, 3.712000, -48.323000, 1.365000
233.22, 198.37, 131.48, 3.766000, -48.312000, 1.388000
243.65, 198.37, 131.48, 3.814000, -48.286000, 1.404000
254.09, 198.37, 131.48, 3.863000, -48.253000, 1.415000
264.52, 198.37, 131.48, 3.898000, -48.197000, 1.421000
274.96, 198.37, 131.48, 3.945000, -48.133000, 1.458000
285.39, 198.37, 131.48, 3.992000, -48.055000, 1.468000
295.83, 198.37, 131.48, 4.035000, -47.963000, 1.479000
306.26, 198.37, 131.48, 4.075000, -47.855000, 1.514000
316.70, 198.37, 131.48, 4.129000, -47.729000, 1.547000
327.13, 198.37, 131.48, 4.200000, -47.589000, 1.577000
337.57, 187.93, 131.48, 4.243000, -47.500000, 1.704000
327.13, 187.93, 131.48, 4.211000, -47.629000, 1.593000
316.70, 187.93, 131.48, 4.156000, -47.758000, 1.563000
306.26, 187.93, 131.48, 4.100000, -47.870000, 1.529000
295.83, 187.93, 131.48, 4.066000, -47.973000, 1.498000
285.39, 187.93, 131.48, 4.018000, -48.062000, 1.471000
274.96, 187.93, 131.48, 3.975000, -48.148000, 1.452000
264.52, 187.93, 131.48, 3.931000, -48.205000, 1.449000
254.09, 187.93, 131.48, 3.887000, -48.252000, 1.409000
243.65, 187.93, 131.48, 3.854000, -48.296000, 1.395000
233.22, 187.93, 131.48, 3.803000, -48.314000, 1.398000
222.78, 187.93, 131.48, 3.754000, -48.324000, 1.368000
212.35, 187.93, 131.48, 3.712000, -48.311000, 1.363000
201.91, 187.93, 131.48, 3.668000, -48.297000, 1.328000
191.48, 187.93, 131.48, 3.615000, -48.252000, 1.340000
181.04, 187.93, 131.48, 3.568000, -48.214000, 1.321000
170.61, 187.93, 131.48, 3.525000, -48.146000, 1.305000
160.17, 187.93, 131.48, 3.472000, -48.064000, 1.301000
149.74, 187.93, 131.48, 3.415000, -47.973000, 1.303000
139.30, 187.93, 131.48, 3.353000, -47.866000, 1.315000
139.30, 177.50, 131.48, 3.337000, -47.888000, 1.297000
149.74, 177.50, 131.48, 3.382000, -47.993000, 1.319000
160.17, 177.50, 131.48, 3.438000, -48.078000, 1.309000
170.61, 177.50, 131.48, 3.492000, -48.149000, 1.299000
181.04, 177.50, 131.48, 3.528000, -48.214000, 1.325000
191.48, 177.50, 131.48, 3.576000, -48.255000, 1.328000
201.91, 177.50, 131.48, 3.626000, -48.304000, 1.340000
212.35, 177.50, 131.48, 3.663000, -48.324000, 1.355000
222.78, 177.50, 131.48, 3.715000, -48.326000, 1.373000
233.22, 177.50, 131.48, 3.763000, -48.318000, 1.390000
243.65, 177.50, 131.48, 3.805000, -48.306000, 1.385000
254.09, 177.50, 131.48, 3.845000, -48.262000, 1.424000
264.52, 177.50, 131.48, 3.893000, -48.224000, 1.428000
274.96, 177.50, 131.48, 3.933000, -48.157000, 1.456000
285.39, 177.50, 131.48, 3.972000, -48.090000, 1.476000
295.83, 177.50, 131.48, 4.004000, -48.000000, 1.488000
306.26, 177.50, 131.48, 4.045000, -47.906000, 1.527000
316.70, 177.50, 131.48, 4.081000, -47.800000, 1.556000
327.13, 167.06, 131.48, 4.104000, -47.731000, 1.621000
316.70, 167.06, 131.48, 4.087000, -47.838000, 1.569000
306.26, 167.06, 131.48, 4.045000, -47.941000, 1.519000
295.83, 167.06, 131.48, 4.020000, -48.021000, 1.473000
285.39, 167.06, 131.48, 3.998000, -48.086000, 1.468000
274.96, 167.06, 131.48, 3.959000, -48.164000, 1.443000
264.52, 167.06, 131.48, 3.924000, -48.219000, 1.418000
254.09, 167.06, 131.48, 3.880000, -48.272000, 1.417000
