# COSI2 B0 scan,,,,,,
# time 2024-05-22 18:55:30.362520,,,,,,
# MAGNET CENTER IN LAB: x 241.700 mm, y 131.100 mm, z 273.800 mm,,,,
# MAGNET AXES WRT LAB: alpha -90.00 deg, beta -90.00 deg, gamma 0.00 deg,,,,
# path: /home/cosi/cosi-measure/Software/COSI2/data/240522/path_no_magnet_80mm_8pts,,,,,,
# X[mm],Y[mm],Z[mm],B0_x[mT],B0_y[mT|,B0_z[mT],B0_abs[mT]
311.03,115.1,247.13,-47.576,-0.812,1.961,47.626
300.37,115.1,247.13,-47.563,-0.825,1.965,47.614
289.7,115.1,247.13,-47.553,-0.832,1.976,47.603
279.03,115.1,247.13,-47.544,-0.838,1.98,47.593
268.37,115.1,247.13,-47.534,-0.842,1.985,47.583
257.7,115.1,247.13,-47.525,-0.846,1.984,47.574
247.03,115.1,247.13,-47.529,-0.857,1.985,47.578
236.37,115.1,247.13,-47.522,-0.861,1.99,47.571
225.7,115.1,247.13,-47.524,-0.859,1.99,47.577
215.03,115.1,247.13,-47.527,-0.864,1.993,47.579
204.37,115.1,247.13,-47.536,-0.865,1.994,47.588
193.7,115.1,247.13,-47.539,-0.865,1.991,47.59
183.03,115.1,247.13,-47.556,-0.865,1.994,47.604
172.37,125.77,247.13,-47.569,-0.864,1.992,47.619
183.03,125.77,247.13,-47.552,-0.864,2,47.606
193.7,125.77,247.13,-47.545,-0.857,1.989,47.594
204.37,125.77,247.13,-47.534,-0.863,1.989,47.583
215.03,125.77,247.13,-47.531,-0.858,1.998,47.581
225.7,125.77,247.13,-47.524,-0.857,1.996,47.573
236.37,125.77,247.13,-47.524,-0.852,1.997,47.574
247.03,125.77,247.13,-47.529,-0.851,1.99,47.578
257.7,125.77,247.13,-47.532,-0.846,1.988,47.58
268.37,125.77,247.13,-47.538,-0.841,1.991,47.588
279.03,125.77,247.13,-47.546,-0.842,1.986,47.592
289.7,125.77,247.13,-47.56,-0.835,1.982,47.61
300.37,125.77,247.13,-47.572,-0.824,1.978,47.616
311.03,125.77,247.13,-47.583,-0.816,1.971,47.631
321.7,136.43,247.13,-47.619,-0.806,1.978,47.664
311.03,136.43,247.13,-47.592,-0.817,1.988,47.639
300.37,136.43,247.13,-47.577,-0.822,1.994,47.626
289.7,136.43,247.13,-47.557,-0.828,2.001,47.611
279.03,136.43,247.13,-47.553,-0.834,2.006,47.604
268.37,136.43,247.13,-47.54,-0.841,2.004,47.59
257.7,136.43,247.13,-47.533,-0.84,1.999,47.578
247.03,136.43,247.13,-47.524,-0.853,2.002,47.576
236.37,136.43,247.13,-47.524,-0.852,1.999,47.576
225.7,136.43,247.13,-47.529,-0.854,1.996,47.581
215.03,136.43,247.13,-47.524,-0.853,1.99,47.575
204.37,136.43,247.13,-47.531,-0.859,1.998,47.582
193.7,136.43,247.13,-47.546,-0.855,1.991,47.595
183.03,136.43,247.13,-47.554,-0.857,1.99,47.603
172.37,147.1,247.13,-47.563,-0.853,1.985,47.612
183.03,147.1,247.13,-47.55,-0.861,1.987,47.6
193.7,147.1,247.13,-47.538,-0.852,1.984,47.586
204.37,147.1,247.13,-47.533,-0.856,1.996,47.582
215.03,147.1,247.13,-47.529,-0.853,1.993,47.577
225.7,147.1,247.13,-47.527,-0.851,2.002,47.576
236.37,147.1,247.13,-47.52,-0.854,1.999,47.572
247.03,147.1,247.13,-47.527,-0.85,2.006,47.575
257.7,147.1,247.13,-47.532,-0.842,2.008,47.583
268.37,147.1,247.13,-47.541,-0.842,2.012,47.593
279.03,147.1,247.13,-47.549,-0.838,2.017,47.601
289.7,147.1,247.13,-47.56,-0.835,2.013,47.61
300.37,147.1,247.13,-47.578,-0.824,2.012,47.628
311.03,147.1,247.13,-47.597,-0.82,2.005,47.646
321.7,157.77,247.13,-47.627,-0.812,2.028,47.679
311.03,157.77,247.13,-47.602,-0.823,2.035,47.652
300.37,157.77,247.13,-47.576,-0.829,2.032,47.626
289.7,157.77,247.13,-47.561,-0.829,2.034,47.611
279.03,157.77,247.13,-47.547,-0.837,2.029,47.598
268.37,157.77,247.13,-47.538,-0.838,2.03,47.586
257.7,157.77,247.13,-47.524,-0.843,2.023,47.578
247.03,157.77,247.13,-47.52,-0.845,2.018,47.57
236.37,157.77,247.13,-47.517,-0.849,2.014,47.566
225.7,157.77,247.13,-47.52,-0.849,2.006,47.566
215.03,157.77,247.13,-47.517,-0.85,2.006,47.566
204.37,157.77,247.13,-47.529,-0.851,1.994,47.577
193.7,157.77,247.13,-47.538,-0.854,1.996,47.588
183.03,157.77,247.13,-47.551,-0.857,1.983,47.599
183.03,168.43,247.13,-47.543,-0.853,1.99,47.595
193.7,168.43,247.13,-47.538,-0.849,1.985,47.538
204.37,168.43,247.13,-47.519,-0.848,2.005,47.568
215.03,168.43,247.13,-47.519,-0.848,2.005,47.568
225.7,168.43,247.13,-47.51,-0.846,2.008,47.56
236.37,168.43,247.13,-47.509,-0.845,2.014,47.558
247.03,168.43,247.13,-47.52,-0.851,2.019,47.568
257.7,168.43,247.13,-47.525,-0.842,2.028,47.576
268.37,168.43,247.13,-47.535,-0.843,2.038,47.583
279.03,168.43,247.13,-47.542,-0.838,2.05,47.595
289.7,168.43,247.13,-47.558,-0.833,2.05,47.61
300.37,168.43,247.13,-47.58,-0.82,2.06,47.629
300.37,179.1,247.13,-47.568,-0.827,2.088,47.623
289.7,179.1,247.13,-47.555,-0.829,2.076,47.604
279.03,179.1,247.13,-47.536,-0.834,2.065,47.59
268.37,179.1,247.13,-47.523,-0.836,2.057,47.578
257.7,179.1,247.13,-47.516,-0.838,2.042,47.563
247.03,179.1,247.13,-47.507,-0.845,2.034,47.559
236.37,179.1,247.13,-47.505,-0.849,2.019,47.56
225.7,179.1,247.13,-47.508,-0.849,2.013,47.558
215.03,179.1,247.13,-47.506,-0.845,2.008,47.556
204.37,179.1,247.13,-47.515,-0.839,2.005,47.565
204.37,189.77,247.13,-47.508,-0.845,1.996,47.557
215.03,189.77,247.13,-47.5,-0.846,2.008,47.55
225.7,189.77,247.13,-47.495,-0.847,2.015,47.546
236.37,189.77,247.13,-47.496,-0.839,2.029,47.544
247.03,189.77,247.13,-47.497,-0.845,2.042,47.551
257.7,189.77,247.13,-47.503,-0.841,2.05,47.55
268.37,189.77,247.13,-47.509,-0.837,2.068,47.561
279.03,189.77,247.13,-47.523,-0.833,2.078,47.575
279.03,200.43,247.13,-47.509,-0.835,2.084,47.561
268.37,200.43,247.13,-47.495,-0.839,2.076,47.546
257.7,200.43,247.13,-47.486,-0.846,2.058,47.536
247.03,200.43,247.13,-47.487,-0.843,2.045,47.54
236.37,200.43,247.13,-47.485,-0.843,2.033,47.541
225.7,200.43,247.13,-47.481,-0.846,2.019,47.531
215.03,211.1,257.8,-47.488,-0.84,2.009,47.538
225.7,211.1,257.8,-47.478,-0.845,2.016,47.524
236.37,211.1,257.8,-47.479,-0.841,2.031,47.525
247.03,211.1,257.8,-47.477,-0.839,2.047,47.53
257.7,211.1,257.8,-47.482,-0.844,2.06,47.536
268.37,211.1,257.8,-47.489,-0.839,2.075,47.542
300.37,200.43,257.8,-47.54,-0.835,2.135,47.595
289.7,200.43,257.8,-47.517,-0.834,2.108,47.571
279.03,200.43,257.8,-47.505,-0.839,2.092,47.562
268.37,200.43,257.8,-47.501,-0.837,2.073,47.556
257.7,200.43,257.8,-47.495,-0.837,2.058,47.547
247.03,200.43,257.8,-47.49,-0.841,2.045,47.546
236.37,200.43,257.8,-47.492,-0.841,2.029,47.545
225.7,200.43,257.8,-47.488,-0.839,2.016,47.535
215.03,200.43,257.8,-47.495,-0.838,2.009,47.546
204.37,200.43,257.8,-47.5,-0.838,2,47.547
183.03,189.77,257.8,-47.529,-0.837,1.977,47.578
193.7,189.77,257.8,-47.522,-0.839,1.985,47.571
204.37,189.77,257.8,-47.509,-0.836,1.994,47.558
215.03,189.77,257.8,-47.505,-0.844,2.004,47.555
225.7,189.77,257.8,-47.496,-0.842,2.011,47.551
236.37,189.77,257.8,-47.505,-0.841,2.026,47.552
247.03,189.77,257.8,-47.501,-0.842,2.034,47.552
257.7,189.77,257.8,-47.51,-0.842,2.049,47.56
268.37,189.77,257.8,-47.51,-0.832,2.062,47.565
279.03,189.77,257.8,-47.526,-0.836,2.08,47.58
289.7,189.77,257.8,-47.547,-0.827,2.09,47.597
300.37,189.77,257.8,-47.564,-0.828,2.107,47.619
311.03,179.1,257.8,-47.612,-0.824,2.093,47.664
300.37,179.1,257.8,-47.577,-0.823,2.087,47.63
289.7,179.1,257.8,-47.557,-0.827,2.075,47.611
279.03,179.1,257.8,-47.537,-0.838,2.066,47.59
268.37,179.1,257.8,-47.524,-0.831,2.052,47.575
257.7,179.1,257.8,-47.519,-0.839,2.042,47.571
247.03,179.1,257.8,-47.509,-0.841,2.036,47.561
236.37,179.1,257.8,-47.51,-0.84,2.026,47.561
225.7,179.1,257.8,-47.512,-0.843,2.017,47.563
215.03,179.1,257.8,-47.517,-0.842,2.006,47.564
204.37,179.1,257.8,-47.522,-0.843,1.996,47.572
193.7,179.1,257.8,-47.535,-0.839,1.984,47.583
172.37,168.43,257.8,-47.56,-0.84,1.976,47.609
183.03,168.43,257.8,-47.546,-0.841,1.976,47.598
193.7,168.43,257.8,-47.53,-0.838,1.982,47.578
204.37,168.43,257.8,-47.523,-0.845,1.993,47.572
215.03,168.43,257.8,-47.524,-0.837,2,47.574
225.7,168.43,257.8,-47.515,-0.839,2.006,47.566
236.37,168.43,257.8,-47.517,-0.839,2.016,47.565
247.03,168.43,257.8,-47.517,-0.838,2.019,47.57
257.7,168.43,257.8,-47.531,-0.837,2.029,47.588
268.37,168.43,257.8,-47.541,-0.834,2.036,47.591
279.03,168.43,257.8,-47.551,-0.831,2.046,47.599
289.7,168.43,257.8,-47.563,-0.829,2.05,47.615
300.37,168.43,257.8,-47.589,-0.822,2.053,47.639
311.03,168.43,257.8,-47.614,-0.822,2.054,47.665
321.7,157.77,257.8,-47.645,-0.813,2.027,47.692
311.03,157.77,257.8,-47.617,-0.819,2.032,47.668
300.37,157.77,257.8,-47.591,-0.822,2.036,47.641
289.7,157.77,257.8,-47.565,-0.829,2.031,47.616
279.03,157.77,257.8,-47.555,-0.83,2.032,47.605
268.37,157.77,257.8,-47.546,-0.83,2.023,47.596
257.7,157.77,257.8,-47.531,-0.84,2.019,47.585
247.03,157.77,257.8,-47.53,-0.839,2.013,47.575
236.37,157.77,257.8,-47.524,-0.85,2.009,47.571
225.7,157.77,257.8,-47.525,-0.842,2.007,47.574
215.03,157.77,257.8,-47.525,-0.845,1.995,47.576
204.37,157.77,257.8,-47.533,-0.842,1.99,47.582
193.7,157.77,257.8,-47.541,-0.842,1.987,47.59
183.03,157.77,257.8,-47.551,-0.847,1.979,47.599
172.37,147.1,257.8,-47.567,-0.847,1.985,47.616
183.03,147.1,257.8,-47.556,-0.845,1.983,47.607
193.7,147.1,257.8,-47.543,-0.842,1.983,47.593
204.37,147.1,257.8,-47.541,-0.847,1.994,47.587
215.03,147.1,257.8,-47.534,-0.846,1.987,47.583
225.7,147.1,257.8,-47.526,-0.846,1.999,47.576
236.37,147.1,257.8,-47.528,-0.846,1.999,47.578
247.03,147.1,257.8,-47.533,-0.846,2.002,47.583
257.7,147.1,257.8,-47.537,-0.836,2.006,47.587
268.37,147.1,257.8,-47.544,-0.835,2.009,47.594
279.03,147.1,257.8,-47.56,-0.834,2.01,47.606
289.7,147.1,257.8,-47.572,-0.825,2.015,47.623
300.37,147.1,257.8,-47.589,-0.827,2.01,47.635
311.03,147.1,257.8,-47.609,-0.816,2.008,47.658
321.7,136.43,257.8,-47.627,-0.806,1.976,47.673
311.03,136.43,257.8,-47.611,-0.817,1.989,47.66
300.37,136.43,257.8,-47.582,-0.822,1.998,47.633
289.7,136.43,257.8,-47.574,-0.832,2.002,47.619
279.03,136.43,257.8,-47.554,-0.83,2.002,47.605
268.37,136.43,257.8,-47.547,-0.836,1.99,47.595
257.7,136.43,257.8,-47.543,-0.84,1.994,47.591
247.03,136.43,257.8,-47.533,-0.845,1.992,47.585
236.37,136.43,257.8,-47.529,-0.848,1.994,47.582
225.7,136.43,257.8,-47.53,-0.853,1.993,47.584
215.03,136.43,257.8,-47.531,-0.848,1.993,47.581
204.37,136.43,257.8,-47.54,-0.85,1.988,47.59
193.7,136.43,257.8,-47.546,-0.847,1.987,47.595
183.03,136.43,257.8,-47.557,-0.851,1.982,47.609
172.37,125.77,257.8,-47.568,-0.853,1.983,47.615
183.03,125.77,257.8,-47.558,-0.855,1.991,47.608
193.7,125.77,257.8,-47.551,-0.85,1.984,47.599
204.37,125.77,257.8,-47.541,-0.849,1.986,47.589
215.03,125.77,257.8,-47.529,-0.85,1.983,47.576
225.7,125.77,257.8,-47.529,-0.849,1.989,47.578
236.37,125.77,257.8,-47.531,-0.85,1.983,47.584
247.03,125.77,257.8,-47.533,-0.847,1.989,47.579
257.7,125.77,257.8,-47.541,-0.839,1.988,47.593
268.37,125.77,257.8,-47.55,-0.837,1.983,47.596
279.03,125.77,257.8,-47.557,-0.835,1.98,47.61
289.7,125.77,257.8,-47.571,-0.825,1.981,47.62
300.37,125.77,257.8,-47.581,-0.824,1.972,47.629
311.03,125.77,257.8,-47.597,-0.813,1.962,47.647
321.7,115.1,257.8,-47.61,-0.806,1.935,47.657
311.03,115.1,257.8,-47.589,-0.81,1.958,47.638
300.37,115.1,257.8,-47.58,-0.823,1.963,47.627
289.7,115.1,257.8,-47.561,-0.826,1.972,47.611
279.03,115.1,257.8,-47.551,-0.835,1.972,47.598
268.37,115.1,257.8,-47.548,-0.831,1.979,47.597
257.7,115.1,257.8,-47.532,-0.843,1.982,47.581
247.03,115.1,257.8,-47.529,-0.849,1.978,47.577
236.37,115.1,257.8,-47.538,-0.848,1.977,47.586
225.7,115.1,257.8,-47.533,-0.847,1.988,47.582
215.03,115.1,257.8,-47.53,-0.85,1.99,47.58
204.37,115.1,257.8,-47.541,-0.859,1.985,47.585
193.7,115.1,257.8,-47.544,-0.852,1.991,47.593
183.03,115.1,257.8,-47.556,-0.852,1.987,47.605
183.03,104.43,257.8,-47.553,-0.858,1.991,47.603
193.7,104.43,257.8,-47.546,-0.855,1.988,47.593
204.37,104.43,257.8,-47.533,-0.858,1.98,47.58
215.03,104.43,257.8,-47.534,-0.859,1.982,47.585
225.7,104.43,257.8,-47.534,-0.851,1.98,47.578
236.37,104.43,257.8,-47.528,-0.853,1.979,47.576
247.03,104.43,257.8,-47.531,-0.853,1.975,47.58
257.7,104.43,257.8,-47.527,-0.848,1.972,47.58
268.37,104.43,257.8,-47.541,-0.836,1.963,47.589
279.03,104.43,257.8,-47.556,-0.838,1.962,47.604
289.7,104.43,257.8,-47.561,-0.829,1.956,47.608
300.37,104.43,257.8,-47.57,-0.823,1.948,47.617
311.03,93.77,257.8,-47.576,-0.821,1.931,47.622
300.37,93.77,257.8,-47.56,-0.825,1.943,47.607
289.7,93.77,257.8,-47.55,-0.83,1.946,47.597
279.03,93.77,257.8,-47.539,-0.837,1.954,47.586
268.37,93.77,257.8,-47.53,-0.843,1.96,47.578
257.7,93.77,257.8,-47.53,-0.85,1.967,47.578
247.03,93.77,257.8,-47.522,-0.854,1.97,47.57
236.37,93.77,257.8,-47.52,-0.855,1.979,47.57
225.7,93.77,257.8,-47.52,-0.857,1.979,47.571
215.03,93.77,257.8,-47.528,-0.858,1.984,47.577
204.37,93.77,257.8,-47.531,-0.863,1.982,47.582
193.7,93.77,257.8,-47.545,-0.861,1.991,47.591
193.7,83.1,257.8,-47.537,-0.864,1.99,47.587
204.37,83.1,257.8,-47.526,-0.867,1.985,47.576
215.03,83.1,257.8,-47.52,-0.862,1.982,47.569
225.7,83.1,257.8,-47.52,-0.866,1.976,47.569
236.37,83.1,257.8,-47.513,-0.857,1.969,47.565
247.03,83.1,257.8,-47.521,-0.858,1.964,47.571
257.7,83.1,257.8,-47.529,-0.857,1.959,47.578
268.37,83.1,257.8,-47.533,-0.845,1.954,47.584
279.03,83.1,257.8,-47.534,-0.841,1.949,47.581
289.7,83.1,257.8,-47.546,-0.83,1.942,47.593
279.03,72.43,257.8,-47.53,-0.841,1.938,47.577
268.37,72.43,257.8,-47.518,-0.846,1.953,47.568
257.7,72.43,257.8,-47.514,-0.852,1.959,47.566
247.03,72.43,257.8,-47.522,-0.862,1.963,47.57
236.37,72.43,257.8,-47.516,-0.858,1.969,47.561
225.7,72.43,257.8,-47.519,-0.868,1.976,47.564
204.37,61.77,268.47,-47.526,-0.866,1.976,47.575
215.03,61.77,268.47,-47.514,-0.873,1.972,47.565
225.7,61.77,268.47,-47.519,-0.876,1.966,47.568
236.37,61.77,268.47,-47.513,-0.868,1.961,47.559
247.03,61.77,268.47,-47.517,-0.861,1.95,47.563
257.7,61.77,268.47,-47.519,-0.86,1.946,47.569
268.37,61.77,268.47,-47.522,-0.856,1.935,47.567
279.03,61.77,268.47,-47.527,-0.853,1.934,47.576
300.37,72.43,268.47,-47.552,-0.835,1.903,47.598
289.7,72.43,268.47,-47.538,-0.841,1.919,47.585
279.03,72.43,268.47,-47.535,-0.853,1.933,47.582
268.37,72.43,268.47,-47.524,-0.853,1.944,47.572
257.7,72.43,268.47,-47.524,-0.859,1.946,47.572
247.03,72.43,268.47,-47.522,-0.865,1.953,47.571
236.37,72.43,268.47,-47.521,-0.864,1.961,47.568
225.7,72.43,268.47,-47.516,-0.86,1.964,47.57
215.03,72.43,268.47,-47.525,-0.868,1.973,47.572
204.37,72.43,268.47,-47.534,-0.866,1.976,47.583
183.03,83.1,268.47,-47.554,-0.861,1.983,47.604
193.7,83.1,268.47,-47.544,-0.861,1.977,47.593
204.37,83.1,268.47,-47.535,-0.862,1.974,47.585
215.03,83.1,268.47,-47.532,-0.863,1.969,47.578
225.7,83.1,268.47,-47.526,-0.857,1.964,47.577
236.37,83.1,268.47,-47.527,-0.86,1.958,47.572
247.03,83.1,268.47,-47.527,-0.858,1.955,47.579
257.7,83.1,268.47,-47.53,-0.851,1.947,47.577
268.37,83.1,268.47,-47.535,-0.849,1.941,47.582
279.03,83.1,268.47,-47.54,-0.84,1.934,47.587
289.7,83.1,268.47,-47.554,-0.842,1.918,47.598
300.37,83.1,268.47,-47.567,-0.834,1.914,47.612
321.7,93.77,268.47,-47.599,-0.814,1.92,47.644
311.03,93.77,268.47,-47.584,-0.819,1.932,47.632
300.37,93.77,268.47,-47.574,-0.829,1.936,47.621
289.7,93.77,268.47,-47.564,-0.831,1.945,47.611
279.03,93.77,268.47,-47.554,-0.839,1.954,47.599
268.37,93.77,268.47,-47.54,-0.847,1.951,47.588
257.7,93.77,268.47,-47.53,-0.855,1.958,47.578
247.03,93.77,268.47,-47.53,-0.854,1.962,47.578
236.37,93.77,268.47,-47.529,-0.852,1.966,47.577
225.7,93.77,268.47,-47.533,-0.857,1.967,47.584
215.03,93.77,268.47,-47.535,-0.856,1.975,47.585
204.37,93.77,268.47,-47.54,-0.856,1.974,47.588
193.7,93.77,268.47,-47.544,-0.862,1.981,47.593
183.03,93.77,268.47,-47.554,-0.853,1.984,47.609
172.37,104.43,268.47,-47.567,-0.849,1.976,47.615
183.03,104.43,268.47,-47.554,-0.855,1.974,47.607
193.7,104.43,268.47,-47.551,-0.855,1.976,47.595
204.37,104.43,268.47,-47.546,-0.852,1.975,47.596
215.03,104.43,268.47,-47.54,-0.853,1.971,47.587
225.7,104.43,268.47,-47.531,-0.854,1.973,47.582
236.37,104.43,268.47,-47.534,-0.853,1.969,47.582
247.03,104.43,268.47,-47.536,-0.849,1.962,47.581
257.7,104.43,268.47,-47.537,-0.852,1.964,47.587
268.37,104.43,268.47,-47.55,-0.848,1.962,47.597
279.03,104.43,268.47,-47.554,-0.841,1.955,47.6
289.7,104.43,268.47,-47.569,-0.83,1.952,47.614
300.37,104.43,268.47,-47.582,-0.83,1.939,47.629
311.03,104.43,268.47,-47.597,-0.821,1.934,47.643
321.7,115.1,268.47,-47.615,-0.813,1.935,47.657
311.03,115.1,268.47,-47.598,-0.816,1.952,47.645
300.37,115.1,268.47,-47.584,-0.826,1.968,47.631
289.7,115.1,268.47,-47.575,-0.83,1.968,47.623
279.03,115.1,268.47,-47.559,-0.835,1.965,47.607
268.37,115.1,268.47,-47.554,-0.84,1.967,47.598
257.7,115.1,268.47,-47.544,-0.841,1.975,47.593
247.03,115.1,268.47,-47.533,-0.848,1.973,47.582
236.37,115.1,268.47,-47.533,-0.846,1.979,47.582
225.7,115.1,268.47,-47.534,-0.847,1.98,47.583
215.03,115.1,268.47,-47.538,-0.848,1.981,47.587
204.37,115.1,268.47,-47.538,-0.848,1.978,47.587
193.7,115.1,268.47,-47.553,-0.847,1.977,47.602
183.03,115.1,268.47,-47.557,-0.847,1.981,47.605
172.37,125.77,268.47,-47.577,-0.844,1.975,47.618
183.03,125.77,268.47,-47.559,-0.843,1.978,47.611
193.7,125.77,268.47,-47.547,-0.848,1.979,47.595
204.37,125.77,268.47,-47.541,-0.849,1.976,47.592
215.03,125.77,268.47,-47.537,-0.847,1.974,47.586
225.7,125.77,268.47,-47.539,-0.845,1.973,47.588
236.37,125.77,268.47,-47.535,-0.844,1.975,47.584
247.03,125.77,268.47,-47.54,-0.843,1.975,47.589
257.7,125.77,268.47,-47.544,-0.842,1.979,47.592
268.37,125.77,268.47,-47.556,-0.837,1.982,47.603
279.03,125.77,268.47,-47.559,-0.836,1.98,47.606
289.7,125.77,268.47,-47.576,-0.826,1.976,47.621
300.37,125.77,268.47,-47.589,-0.823,1.968,47.638
311.03,125.77,268.47,-47.609,-0.818,1.964,47.656
321.7,136.43,268.47,-47.633,-0.811,1.97,47.684
311.03,136.43,268.47,-47.616,-0.823,1.979,47.661
300.37,136.43,268.47,-47.596,-0.823,1.987,47.644
289.7,136.43,268.47,-47.581,-0.827,1.993,47.629
279.03,136.43,268.47,-47.56,-0.831,1.994,47.609
268.37,136.43,268.47,-47.555,-0.834,1.993,47.603
257.7,136.43,268.47,-47.542,-0.834,1.99,47.592
247.03,136.43,268.47,-47.536,-0.844,1.986,47.585
236.37,136.43,268.47,-47.534,-0.842,1.987,47.583
225.7,136.43,268.47,-47.529,-0.841,1.984,47.58
215.03,136.43,268.47,-47.541,-0.843,1.986,47.59
204.37,136.43,268.47,-47.543,-0.84,1.98,47.587
193.7,136.43,268.47,-47.548,-0.842,1.977,47.597
183.03,136.43,268.47,-47.557,-0.841,1.981,47.603
172.37,147.1,268.47,-47.568,-0.83,1.967,47.617
183.03,147.1,268.47,-47.558,-0.838,1.977,47.604
193.7,147.1,268.47,-47.553,-0.834,1.98,47.601
204.37,147.1,268.47,-47.544,-0.839,1.978,47.593
215.03,147.1,268.47,-47.53,-0.84,1.987,47.582
225.7,147.1,268.47,-47.533,-0.836,1.989,47.58
236.37,147.1,268.47,-47.533,-0.845,1.993,47.584
247.03,147.1,268.47,-47.539,-0.841,1.999,47.586
257.7,147.1,268.47,-47.544,-0.842,2,47.594
268.37,147.1,268.47,-47.556,-0.835,2.002,47.606
279.03,147.1,268.47,-47.565,-0.835,2.006,47.616
289.7,147.1,268.47,-47.579,-0.834,2.009,47.629
300.37,147.1,268.47,-47.601,-0.823,2.004,47.65
311.03,147.1,268.47,-47.619,-0.818,2.002,47.671
321.7,157.77,268.47,-47.656,-0.816,2.025,47.708
311.03,157.77,268.47,-47.624,-0.822,2.03,47.674
300.37,157.77,268.47,-47.598,-0.825,2.032,47.648
289.7,157.77,268.47,-47.582,-0.834,2.028,47.629
279.03,157.77,268.47,-47.561,-0.829,2.027,47.611
268.37,157.77,268.47,-47.55,-0.83,2.015,47.601
257.7,157.77,268.47,-47.541,-0.836,2.016,47.593
247.03,157.77,268.47,-47.534,-0.84,2.005,47.583
236.37,157.77,268.47,-47.526,-0.837,1.997,47.579
225.7,157.77,268.47,-47.531,-0.837,2.005,47.581
215.03,157.77,268.47,-47.528,-0.833,1.995,47.577
204.37,157.77,268.47,-47.535,-0.829,1.986,47.584
193.7,157.77,268.47,-47.546,-0.83,1.983,47.59
183.03,157.77,268.47,-47.553,-0.833,1.982,47.602
172.37,168.43,268.47,-47.567,-0.831,1.969,47.611
183.03,168.43,268.47,-47.551,-0.831,1.975,47.598
193.7,168.43,268.47,-47.535,-0.831,1.98,47.585
204.37,168.43,268.47,-47.529,-0.833,1.989,47.573
215.03,168.43,268.47,-47.527,-0.835,1.995,47.572
225.7,168.43,268.47,-47.518,-0.833,2.002,47.568
236.37,168.43,268.47,-47.521,-0.838,2.008,47.571
247.03,168.43,268.47,-47.527,-0.833,2.016,47.577
257.7,168.43,268.47,-47.532,-0.841,2.024,47.583
268.37,168.43,268.47,-47.538,-0.834,2.033,47.589
279.03,168.43,268.47,-47.555,-0.831,2.042,47.607
289.7,168.43,268.47,-47.575,-0.835,2.053,47.627
300.37,168.43,268.47,-47.599,-0.828,2.054,47.652
311.03,168.43,268.47,-47.626,-0.821,2.055,47.677
311.03,179.1,268.47,-47.622,-0.829,2.093,47.675
300.37,179.1,268.47,-47.59,-0.83,2.084,47.641
289.7,179.1,268.47,-47.561,-0.834,2.071,47.614
279.03,179.1,268.47,-47.544,-0.836,2.067,47.597
268.37,179.1,268.47,-47.534,-0.833,2.045,47.586
257.7,179.1,268.47,-47.524,-0.83,2.043,47.575
247.03,179.1,268.47,-47.516,-0.839,2.027,47.568
236.37,179.1,268.47,-47.517,-0.831,2.024,47.566
225.7,179.1,268.47,-47.509,-0.835,2.005,47.559
215.03,179.1,268.47,-47.512,-0.831,1.999,47.562
204.37,179.1,268.47,-47.524,-0.828,1.989,47.575
193.7,179.1,268.47,-47.533,-0.831,1.982,47.584
193.7,189.77,268.47,-47.524,-0.825,1.986,47.571
204.37,189.77,268.47,-47.513,-0.828,1.991,47.564
215.03,189.77,268.47,-47.508,-0.831,2.001,47.557
225.7,189.77,268.47,-47.505,-0.833,2.016,47.554
236.37,189.77,268.47,-47.502,-0.835,2.023,47.553
247.03,189.77,268.47,-47.506,-0.837,2.034,47.557
257.7,189.77,268.47,-47.509,-0.836,2.045,47.56
268.37,189.77,268.47,-47.522,-0.843,2.062,47.574
279.03,189.77,268.47,-47.532,-0.833,2.078,47.585
289.7,189.77,268.47,-47.55,-0.834,2.092,47.603
289.7,200.43,268.47,-47.533,-0.839,2.109,47.587
279.03,200.43,268.47,-47.517,-0.842,2.091,47.575
268.37,200.43,268.47,-47.509,-0.843,2.077,47.561
257.7,200.43,268.47,-47.501,-0.838,2.058,47.553
247.03,200.43,268.47,-47.492,-0.845,2.041,47.544
236.37,200.43,268.47,-47.486,-0.84,2.034,47.537
225.7,200.43,268.47,-47.492,-0.835,2.02,47.542
215.03,200.43,268.47,-47.497,-0.832,2.007,47.548
204.37,211.1,279.13,-47.486,-0.826,1.994,47.537
215.03,211.1,279.13,-47.485,-0.825,2.005,47.534
225.7,211.1,279.13,-47.484,-0.83,2.022,47.535
236.37,211.1,279.13,-47.472,-0.835,2.03,47.523
247.03,211.1,279.13,-47.482,-0.833,2.048,47.535
257.7,211.1,279.13,-47.49,-0.842,2.065,47.539
268.37,211.1,279.13,-47.495,-0.846,2.079,47.547
279.03,211.1,279.13,-47.499,-0.849,2.093,47.553
300.37,200.43,279.13,-47.548,-0.846,2.146,47.602
289.7,200.43,279.13,-47.531,-0.845,2.118,47.584
279.03,200.43,279.13,-47.52,-0.843,2.09,47.574
268.37,200.43,279.13,-47.509,-0.834,2.076,47.563
257.7,200.43,279.13,-47.503,-0.838,2.054,47.557
247.03,200.43,279.13,-47.501,-0.838,2.047,47.553
236.37,200.43,279.13,-47.493,-0.837,2.031,47.544
225.7,200.43,279.13,-47.493,-0.827,2.017,47.543
215.03,200.43,279.13,-47.498,-0.828,2.004,47.547
