x[m],y[m],z[m],dirx[m^2A],diry[m^2A],dirz[m^2A],rotation_xy[rad]
0.0000,0.2721,-0.0461,0.0000e+00,2.3205e-08,3.1885e-14,0.0000
0.0000,0.2743,-0.0308,0.0000e+00,9.4204e-10,2.3186e-08,1.5302
0.0000,0.2756,-0.0154,0.0000e+00,-2.0355e-08,-1.1142e-08,3.6425
0.0000,0.2760,0.0000,0.0000e+00,-2.1962e-08,-7.4925e-09,3.4704
0.0000,0.2756,0.0154,0.0000e+00,2.2754e-08,4.5502e-09,0.1974
0.0000,0.2743,0.0308,0.0000e+00,1.9186e-08,1.3052e-08,0.5974
0.0000,0.2721,0.0461,0.0000e+00,-2.2901e-08,3.7405e-09,2.9797
0.0000,0.2587,0.0961,0.0000e+00,1.5165e-08,1.7564e-08,0.8585
0.0000,0.2529,0.1104,0.0000e+00,-1.7805e-08,-1.4881e-08,3.8378
0.0000,0.2464,0.1244,0.0000e+00,9.4966e-09,2.1173e-08,1.1492
0.0000,0.2390,0.1380,0.0000e+00,-7.7374e-09,-2.1877e-08,4.3724
0.0000,0.2309,0.1512,0.0000e+00,-2.2963e-08,-3.3385e-09,3.2860
0.0000,0.2221,0.1638,0.0000e+00,2.3205e-08,2.9316e-15,0.0000
0.0000,0.2126,0.1760,0.0000e+00,1.5661e-08,1.7123e-08,0.8299
0.0000,0.1760,0.2126,0.0000e+00,-2.1096e-08,-9.6645e-09,3.5712
0.0000,0.1638,0.2221,0.0000e+00,-1.9995e-08,1.1776e-08,2.6093
0.0000,0.1512,0.2309,0.0000e+00,2.1141e-08,9.5677e-09,0.4250
0.0000,0.1380,0.2390,0.0000e+00,-1.1376e-08,-2.0225e-08,4.2000
0.0000,0.1244,0.2464,0.0000e+00,1.8056e-08,1.4576e-08,0.6792
0.0000,0.1104,0.2529,0.0000e+00,-4.5574e-09,-2.2753e-08,4.5147
0.0000,0.0961,0.2587,0.0000e+00,2.0739e-08,1.0410e-08,0.4652
0.0000,0.0461,0.2721,0.0000e+00,-2.6954e-09,-2.3048e-08,4.5960
0.0000,0.0308,0.2743,0.0000e+00,-1.5099e-08,-1.7620e-08,4.0039
0.0000,0.0154,0.2756,0.0000e+00,-1.7972e-08,1.4679e-08,2.4567
0.0000,0.0000,0.2760,0.0000e+00,2.3205e-08,1.4423e-14,0.0000
0.0000,-0.0154,0.2756,0.0000e+00,-1.6958e-08,-1.5839e-08,3.8929
0.0000,-0.0308,0.2743,0.0000e+00,2.3140e-08,1.7358e-09,0.0749
0.0000,-0.0461,0.2721,0.0000e+00,-2.1598e-08,8.4851e-09,2.7672
0.0000,-0.0961,0.2587,0.0000e+00,-4.5497e-09,-2.2754e-08,4.5150
0.0000,-0.1104,0.2529,0.0000e+00,-6.8340e-09,-2.2176e-08,4.4134
0.0000,-0.1244,0.2464,0.0000e+00,1.9103e-08,1.3174e-08,0.6037
0.0000,-0.1380,0.2390,0.0000e+00,7.7906e-09,2.1858e-08,1.2284
0.0000,-0.1512,0.2309,0.0000e+00,-9.7791e-09,2.1044e-08,2.0058
0.0000,-0.1638,0.2221,0.0000e+00,-4.2720e-09,-2.2808e-08,4.5272
0.0000,-0.1760,0.2126,0.0000e+00,-1.0453e-08,-2.0717e-08,4.2451
0.0000,-0.2126,0.1760,0.0000e+00,-2.1465e-08,-8.8152e-09,3.5313
0.0000,-0.2221,0.1638,0.0000e+00,7.1402e-09,2.2079e-08,1.2580
0.0000,-0.2309,0.1512,0.0000e+00,2.2883e-08,3.8533e-09,0.1668
