X[mm],Y[mm],Z[mm],Bx[mT],By[mT],Bz[mT]
322.01, 165.62, 240.88, -47.517000, -2.013000, -0.286000
332.44, 165.62, 240.88, -47.517000, -2.015000, -0.294000
342.88, 165.62, 240.88, -47.522000, -2.009000, -0.295000
353.31, 165.62, 240.88, -47.515000, -2.002000, -0.311000
363.75, 165.62, 240.88, -47.514000, -1.998000, -0.316000
374.18, 155.18, 240.88, -47.511000, -1.995000, -0.335000
363.75, 155.18, 240.88, -47.500000, -1.999000, -0.321000
353.31, 155.18, 240.88, -47.501000, -2.003000, -0.308000
342.88, 155.18, 240.88, -47.506000, -1.998000, -0.305000
332.44, 155.18, 240.88, -47.508000, -2.003000, -0.296000
322.01, 155.18, 240.88, -47.515000, -2.006000, -0.292000
311.57, 155.18, 240.88, -47.516000, -2.014000, -0.289000
301.14, 155.18, 240.88, -47.509000, -2.011000, -0.285000
290.70, 155.18, 240.88, -47.513000, -2.009000, -0.293000
280.27, 155.18, 240.88, -47.511000, -2.013000, -0.281000
269.83, 155.18, 240.88, -47.515000, -2.009000, -0.280000
259.40, 155.18, 240.88, -47.513000, -2.008000, -0.275000
248.96, 155.18, 240.88, -47.515000, -2.009000, -0.285000
238.53, 155.18, 240.88, -47.513000, -2.006000, -0.287000
228.09, 155.18, 240.88, -47.515000, -2.006000, -0.287000
217.66, 155.18, 240.88, -47.509000, -1.999000, -0.281000
207.22, 155.18, 240.88, -47.514000, -1.991000, -0.293000
196.79, 155.18, 240.88, -47.519000, -1.991000, -0.291000
186.35, 155.18, 240.88, -47.519000, -1.980000, -0.294000
175.92, 155.18, 240.88, -47.512000, -1.990000, -0.287000
165.49, 155.18, 240.88, -47.511000, -1.981000, -0.288000
155.05, 155.18, 240.88, -47.502000, -1.982000, -0.287000
144.62, 144.75, 240.88, -47.488000, -1.978000, -0.287000
155.05, 144.75, 240.88, -47.497000, -1.987000, -0.297000
165.49, 144.75, 240.88, -47.509000, -1.995000, -0.292000
175.92, 144.75, 240.88, -47.516000, -2.003000, -0.298000
186.35, 144.75, 240.88, -47.512000, -1.992000, -0.292000
196.79, 144.75, 240.88, -47.516000, -1.993000, -0.296000
207.22, 144.75, 240.88, -47.512000, -1.998000, -0.285000
217.66, 144.75, 240.88, -47.519000, -2.005000, -0.280000
228.09, 144.75, 240.88, -47.513000, -2.004000, -0.292000
238.53, 144.75, 240.88, -47.517000, -2.008000, -0.289000
248.96, 144.75, 240.88, -47.509000, -2.009000, -0.281000
259.40, 144.75, 240.88, -47.508000, -2.009000, -0.299000
269.83, 144.75, 240.88, -47.508000, -2.003000, -0.278000
280.27, 144.75, 240.88, -47.502000, -2.013000, -0.289000
290.70, 144.75, 240.88, -47.513000, -2.015000, -0.294000
301.14, 144.75, 240.88, -47.511000, -2.020000, -0.303000
311.57, 144.75, 240.88, -47.512000, -2.014000, -0.294000
322.01, 144.75, 240.88, -47.503000, -2.013000, -0.293000
332.44, 144.75, 240.88, -47.505000, -2.002000, -0.300000
342.88, 144.75, 240.88, -47.502000, -2.005000, -0.308000
353.31, 144.75, 240.88, -47.490000, -2.004000, -0.316000
363.75, 144.75, 240.88, -47.488000, -1.986000, -0.342000
374.18, 134.31, 240.88, -47.450000, -1.966000, -0.378000
363.75, 134.31, 240.88, -47.460000, -1.991000, -0.333000
353.31, 134.31, 240.88, -47.476000, -1.981000, -0.311000
342.88, 134.31, 240.88, -47.489000, -1.994000, -0.297000
332.44, 134.31, 240.88, -47.499000, -2.004000, -0.307000
322.01, 134.31, 240.88, -47.501000, -2.011000, -0.309000
311.57, 134.31, 240.88, -47.508000, -2.005000, -0.295000
301.14, 134.31, 240.88, -47.505000, -2.018000, -0.289000
290.70, 134.31, 240.88, -47.504000, -2.016000, -0.284000
280.27, 134.31, 240.88, -47.506000, -2.029000, -0.285000
269.83, 134.31, 240.88, -47.512000, -2.008000, -0.285000
259.40, 134.31, 240.88, -47.514000, -2.017000, -0.284000
248.96, 134.31, 240.88, -47.513000, -2.016000, -0.281000
238.53, 134.31, 240.88, -47.515000, -2.015000, -0.287000
228.09, 134.31, 240.88, -47.516000, -2.013000, -0.287000
217.66, 134.31, 240.88, -47.513000, -1.999000, -0.286000
207.22, 134.31, 240.88, -47.519000, -2.002000, -0.284000
196.79, 134.31, 240.88, -47.520000, -1.993000, -0.284000
186.35, 134.31, 240.88, -47.517000, -1.994000, -0.292000
175.92, 134.31, 240.88, -47.514000, -1.993000, -0.296000
165.49, 134.31, 240.88, -47.509000, -1.987000, -0.296000
155.05, 134.31, 240.88, -47.503000, -1.991000, -0.304000
155.05, 123.88, 240.88, -47.510000, -2.005000, -0.327000
165.49, 123.88, 240.88, -47.518000, -1.998000, -0.303000
175.92, 123.88, 240.88, -47.523000, -2.003000, -0.294000
186.35, 123.88, 240.88, -47.520000, -1.998000, -0.295000
196.79, 123.88, 240.88, -47.524000, -1.997000, -0.293000
207.22, 123.88, 240.88, -47.515000, -2.008000, -0.287000
217.66, 123.88, 240.88, -47.514000, -2.005000, -0.285000
228.09, 123.88, 240.88, -47.515000, -2.015000, -0.287000
238.53, 123.88, 240.88, -47.514000, -2.011000, -0.275000
248.96, 123.88, 240.88, -47.510000, -2.018000, -0.285000
259.40, 123.88, 240.88, -47.509000, -2.014000, -0.294000
269.83, 123.88, 240.88, -47.508000, -2.017000, -0.294000
280.27, 123.88, 240.88, -47.505000, -2.022000, -0.298000
290.70, 123.88, 240.88, -47.507000, -2.021000, -0.300000
301.14, 123.88, 240.88, -47.503000, -2.013000, -0.296000
311.57, 123.88, 240.88, -47.502000, -2.018000, -0.298000
322.01, 123.88, 240.88, -47.499000, -2.015000, -0.308000
332.44, 123.88, 240.88, -47.494000, -2.011000, -0.295000
342.88, 123.88, 240.88, -47.488000, -2.004000, -0.306000
353.31, 123.88, 240.88, -47.472000, -1.995000, -0.293000
363.75, 113.44, 240.88, -47.448000, -1.979000, -0.250000
353.31, 113.44, 240.88, -47.478000, -1.997000, -0.270000
342.88, 113.44, 240.88, -47.481000, -2.017000, -0.288000
332.44, 113.44, 240.88, -47.497000, -2.004000, -0.296000
322.01, 113.44, 240.88, -47.492000, -2.011000, -0.296000
311.57, 113.44, 240.88, -47.498000, -2.013000, -0.292000
301.14, 113.44, 240.88, -47.500000, -2.022000, -0.287000
290.70, 113.44, 240.88, -47.501000, -2.029000, -0.291000
280.27, 113.44, 240.88, -47.508000, -2.014000, -0.287000
269.83, 113.44, 240.88, -47.504000, -2.017000, -0.281000
259.40, 113.44, 240.88, -47.506000, -2.021000, -0.282000
248.96, 113.44, 240.88, -47.505000, -2.021000, -0.282000
238.53, 113.44, 240.88, -47.508000, -2.014000, -0.283000
228.09, 113.44, 240.88, -47.515000, -2.015000, -0.285000
217.66, 113.44, 240.88, -47.514000, -2.011000, -0.287000
207.22, 113.44, 240.88, -47.519000, -2.008000, -0.283000
196.79, 113.44, 240.88, -47.519000, -2.013000, -0.287000
186.35, 113.44, 240.88, -47.526000, -2.010000, -0.284000
175.92, 113.44, 240.88, -47.530000, -1.999000, -0.289000
165.49, 113.44, 240.88, -47.531000, -1.998000, -0.300000
165.49, 103.01, 240.88, -47.547000, -2.009000, -0.293000
175.92, 103.01, 240.88, -47.539000, -2.009000, -0.278000
186.35, 103.01, 240.88, -47.531000, -2.016000, -0.283000
196.79, 103.01, 240.88, -47.524000, -2.015000, -0.268000
207.22, 103.01, 240.88, -47.519000, -2.014000, -0.280000
217.66, 103.01, 240.88, -47.512000, -2.022000, -0.277000
228.09, 103.01, 240.88, -47.512000, -2.028000, -0.281000
238.53, 103.01, 240.88, -47.508000, -2.025000, -0.268000
248.96, 103.01, 240.88, -47.509000, -2.032000, -0.285000
259.40, 103.01, 240.88, -47.500000, -2.018000, -0.283000
269.83, 103.01, 240.88, -47.502000, -2.030000, -0.288000
280.27, 103.01, 240.88, -47.502000, -2.018000, -0.288000
290.70, 103.01, 240.88, -47.499000, -2.023000, -0.288000
301.14, 103.01, 240.88, -47.495000, -2.027000, -0.295000
311.57, 103.01, 240.88, -47.498000, -2.015000, -0.287000
322.01, 103.01, 240.88, -47.497000, -2.026000, -0.298000
332.44, 103.01, 240.88, -47.500000, -2.019000, -0.292000
342.88, 103.01, 240.88, -47.501000, -2.018000, -0.278000
353.31, 92.57, 240.88, -47.525000, -2.028000, -0.263000
342.88, 92.57, 240.88, -47.511000, -2.017000, -0.293000
332.44, 92.57, 240.88, -47.499000, -2.016000, -0.296000
322.01, 92.57, 240.88, -47.492000, -1.999000, -0.293000
311.57, 92.57, 240.88, -47.494000, -2.016000, -0.304000
301.14, 92.57, 240.88, -47.487000, -2.025000, -0.284000
290.70, 92.57, 240.88, -47.495000, -2.018000, -0.277000
280.27, 92.57, 240.88, -47.495000, -2.020000, -0.294000
269.83, 92.57, 240.88, -47.497000, -2.026000, -0.272000
259.40, 92.57, 240.88, -47.500000, -2.026000, -0.273000
248.96, 92.57, 240.88, -47.504000, -2.023000, -0.274000
238.53, 92.57, 240.88, -47.503000, -2.020000, -0.274000
228.09, 92.57, 240.88, -47.509000, -2.037000, -0.286000
217.66, 92.57, 240.88, -47.514000, -2.029000, -0.273000
207.22, 92.57, 240.88, -47.518000, -2.025000, -0.274000
196.79, 92.57, 240.88, -47.521000, -2.022000, -0.282000
186.35, 92.57, 240.88, -47.530000, -2.021000, -0.270000
175.92, 92.57, 240.88, -47.542000, -2.018000, -0.273000
175.92, 82.14, 240.88, -47.537000, -2.046000, -0.261000
186.35, 82.14, 240.88, -47.526000, -2.044000, -0.268000
196.79, 82.14, 240.88, -47.524000, -2.031000, -0.278000
207.22, 82.14, 240.88, -47.514000, -2.045000, -0.274000
217.66, 82.14, 240.88, -47.512000, -2.034000, -0.274000
228.09, 82.14, 240.88, -47.508000, -2.033000, -0.277000
238.53, 82.14, 240.88, -47.502000, -2.034000, -0.286000
248.96, 82.14, 240.88, -47.504000, -2.039000, -0.271000
259.40, 82.14, 240.88, -47.496000, -2.034000, -0.275000
269.83, 82.14, 240.88, -47.497000, -2.023000, -0.276000
280.27, 82.14, 240.88, -47.492000, -2.018000, -0.278000
290.70, 82.14, 240.88, -47.490000, -2.025000, -0.282000
301.14, 82.14, 240.88, -47.487000, -2.031000, -0.293000
311.57, 82.14, 240.88, -47.484000, -2.018000, -0.287000
322.01, 82.14, 240.88, -47.486000, -2.013000, -0.298000
332.44, 82.14, 240.88, -47.489000, -2.021000, -0.317000
332.44, 71.70, 240.88, -47.469000, -2.013000, -0.325000
322.01, 71.70, 240.88, -47.470000, -2.015000, -0.297000
311.57, 71.70, 240.88, -47.476000, -2.021000, -0.286000
301.14, 71.70, 240.88, -47.482000, -2.026000, -0.278000
290.70, 71.70, 240.88, -47.486000, -2.027000, -0.270000
280.27, 71.70, 240.88, -47.492000, -2.028000, -0.261000
269.83, 71.70, 240.88, -47.490000, -2.039000, -0.264000
259.40, 71.70, 240.88, -47.494000, -2.042000, -0.271000
248.96, 71.70, 240.88, -47.499000, -2.041000, -0.281000
238.53, 71.70, 240.88, -47.502000, -2.031000, -0.268000
228.09, 71.70, 240.88, -47.507000, -2.039000, -0.268000
217.66, 71.70, 240.88, -47.514000, -2.041000, -0.273000
207.22, 71.70, 240.88, -47.511000, -2.045000, -0.276000
196.79, 71.70, 240.88, -47.512000, -2.039000, -0.271000
207.22, 61.27, 240.88, -47.513000, -2.047000, -0.285000
217.66, 61.27, 240.88, -47.515000, -2.050000, -0.264000
228.09, 61.27, 240.88, -47.512000, -2.054000, -0.261000
238.53, 61.27, 240.88, -47.501000, -2.050000, -0.273000
248.96, 61.27, 240.88, -47.497000, -2.051000, -0.270000
259.40, 61.27, 240.88, -47.493000, -2.050000, -0.265000
269.83, 61.27, 240.88, -47.494000, -2.042000, -0.263000
280.27, 61.27, 240.88, -47.495000, -2.028000, -0.265000
290.70, 61.27, 240.88, -47.490000, -2.031000, -0.253000
301.14, 61.27, 240.88, -47.485000, -2.028000, -0.261000
290.70, 50.83, 240.88, -47.499000, -2.043000, -0.249000
280.27, 50.83, 240.88, -47.496000, -2.045000, -0.254000
269.83, 50.83, 240.88, -47.495000, -2.047000, -0.274000
259.40, 50.83, 240.88, -47.489000, -2.054000, -0.265000
248.96, 50.83, 240.88, -47.495000, -2.049000, -0.270000
238.53, 50.83, 240.88, -47.503000, -2.058000, -0.259000
217.66, 40.40, 251.32, -47.548000, -2.058000, -0.254000
228.09, 40.40, 251.32, -47.525000, -2.051000, -0.239000
238.53, 40.40, 251.32, -47.500000, -2.053000, -0.249000
248.96, 40.40, 251.32, -47.485000, -2.062000, -0.261000
259.40, 40.40, 251.32, -47.478000, -2.054000, -0.280000
269.83, 40.40, 251.32, -47.488000, -2.070000, -0.282000
280.27, 40.40, 251.32, -47.503000, -2.073000, -0.283000
290.70, 40.40, 251.32, -47.521000, -2.067000, -0.271000
322.01, 50.83, 251.32, -47.460000, -2.018000, -0.209000
311.57, 50.83, 251.32, -47.488000, -2.038000, -0.221000
301.14, 50.83, 251.32, -47.507000, -2.045000, -0.251000
290.70, 50.83, 251.32, -47.507000, -2.058000, -0.269000
280.27, 50.83, 251.32, -47.496000, -2.068000, -0.272000
269.83, 50.83, 251.32, -47.495000, -2.057000, -0.273000
259.40, 50.83, 251.32, -47.491000, -2.057000, -0.278000
248.96, 50.83, 251.32, -47.493000, -2.062000, -0.271000
238.53, 50.83, 251.32, -47.506000, -2.050000, -0.263000
228.09, 50.83, 251.32, -47.518000, -2.050000, -0.259000
217.66, 50.83, 251.32, -47.527000, -2.054000, -0.273000
207.22, 50.83, 251.32, -47.538000, -2.055000, -0.297000
186.35, 61.27, 251.32, -47.501000, -2.056000, -0.287000
196.79, 61.27, 251.32, -47.518000, -2.051000, -0.289000
207.22, 61.27, 251.32, -47.524000, -2.049000, -0.286000
217.66, 61.27, 251.32, -47.525000, -2.046000, -0.281000
228.09, 61.27, 251.32, -47.510000, -2.054000, -0.264000
238.53, 61.27, 251.32, -47.507000, -2.052000, -0.268000
248.96, 61.27, 251.32, -47.499000, -2.051000, -0.272000
259.40, 61.27, 251.32, -47.497000, -2.050000, -0.271000
269.83, 61.27, 251.32, -47.497000, -2.045000, -0.283000
280.27, 61.27, 251.32, -47.497000, -2.046000, -0.271000
290.70, 61.27, 251.32, -47.496000, -2.043000, -0.268000
301.14, 61.27, 251.32, -47.495000, -2.031000, -0.260000
311.57, 61.27, 251.32, -47.478000, -2.035000, -0.261000
322.01, 61.27, 251.32, -47.460000, -2.027000, -0.258000
342.88, 71.70, 251.32, -47.466000, -2.020000, -0.352000
332.44, 71.70, 251.32, -47.468000, -2.022000, -0.320000
322.01, 71.70, 251.32, -47.469000, -2.028000, -0.295000
311.57, 71.70, 251.32, -47.483000, -2.021000, -0.271000
301.14, 71.70, 251.32, -47.486000, -2.026000, -0.271000
290.70, 71.70, 251.32, -47.492000, -2.038000, -0.276000
280.27, 71.70, 251.32, -47.495000, -2.033000, -0.283000
269.83, 71.70, 251.32, -47.497000, -2.043000, -0.281000
259.40, 71.70, 251.32, -47.501000, -2.044000, -0.270000
248.96, 71.70, 251.32, -47.497000, -2.038000, -0.286000
238.53, 71.70, 251.32, -47.506000, -2.044000, -0.287000
228.09, 71.70, 251.32, -47.514000, -2.042000, -0.263000
217.66, 71.70, 251.32, -47.512000, -2.041000, -0.278000
207.22, 71.70, 251.32, -47.514000, -2.044000, -0.278000
196.79, 71.70, 251.32, -47.515000, -2.045000, -0.283000
186.35, 71.70, 251.32, -47.513000, -2.040000, -0.269000
165.49, 82.14, 251.32, -47.554000, -2.026000, -0.259000
175.92, 82.14, 251.32, -47.540000, -2.030000, -0.268000
186.35, 82.14, 251.32, -47.522000, -2.037000, -0.281000
196.79, 82.14, 251.32, -47.519000, -2.033000, -0.278000
207.22, 82.14, 251.32, -47.513000, -2.026000, -0.284000
217.66, 82.14, 251.32, -47.517000, -2.037000, -0.291000
228.09, 82.14, 251.32, -47.512000, -2.031000, -0.280000
238.53, 82.14, 251.32, -47.505000, -2.032000, -0.281000
248.96, 82.14, 251.32, -47.503000, -2.035000, -0.283000
259.40, 82.14, 251.32, -47.501000, -2.041000, -0.284000
269.83, 82.14, 251.32, -47.498000, -2.039000, -0.288000
280.27, 82.14, 251.32, -47.496000, -2.030000, -0.292000
290.70, 82.14, 251.32, -47.496000, -2.041000, -0.284000
301.14, 82.14, 251.32, -47.495000, -2.031000, -0.286000
311.57, 82.14, 251.32, -47.488000, -2.027000, -0.287000
322.01, 82.14, 251.32, -47.486000, -2.028000, -0.304000
332.44, 82.14, 251.32, -47.486000, -2.020000, -0.315000
342.88, 82.14, 251.32, -47.498000, -2.020000, -0.327000
363.75, 92.57, 251.32, -47.554000, -2.027000, -0.238000
353.31, 92.57, 251.32, -47.524000, -2.027000, -0.291000
342.88, 92.57, 251.32, -47.508000, -2.015000, -0.304000
332.44, 92.57, 251.32, -47.499000, -2.010000, -0.306000
322.01, 92.57, 251.32, -47.501000, -2.020000, -0.304000
311.57, 92.57, 251.32, -47.494000, -2.021000, -0.293000
301.14, 92.57, 251.32, -47.494000, -2.027000, -0.293000
290.70, 92.57, 251.32, -47.497000, -2.026000, -0.292000
280.27, 92.57, 251.32, -47.494000, -2.034000, -0.285000
269.83, 92.57, 251.32, -47.502000, -2.030000, -0.281000
259.40, 92.57, 251.32, -47.503000, -2.023000, -0.296000
248.96, 92.57, 251.32, -47.503000, -2.032000, -0.286000
238.53, 92.57, 251.32, -47.509000, -2.030000, -0.286000
228.09, 92.57, 251.32, -47.510000, -2.032000, -0.284000
217.66, 92.57, 251.32, -47.515000, -2.029000, -0.280000
207.22, 92.57, 251.32, -47.521000, -2.032000, -0.278000
196.79, 92.57, 251.32, -47.526000, -2.021000, -0.285000
186.35, 92.57, 251.32, -47.530000, -2.018000, -0.291000
175.92, 92.57, 251.32, -47.537000, -2.025000, -0.285000
165.49, 92.57, 251.32, -47.560000, -2.018000, -0.284000
155.05, 103.01, 251.32, -47.566000, -2.013000, -0.318000
165.49, 103.01, 251.32, -47.546000, -2.018000, -0.310000
175.92, 103.01, 251.32, -47.538000, -2.027000, -0.298000
186.35, 103.01, 251.32, -47.529000, -2.025000, -0.292000
196.79, 103.01, 251.32, -47.520000, -2.020000, -0.294000
207.22, 103.01, 251.32, -47.522000, -2.028000, -0.283000
217.66, 103.01, 251.32, -47.516000, -2.025000, -0.291000
228.09, 103.01, 251.32, -47.514000, -2.019000, -0.286000
238.53, 103.01, 251.32, -47.509000, -2.030000, -0.281000
248.96, 103.01, 251.32, -47.505000, -2.029000, -0.286000
259.40, 103.01, 251.32, -47.504000, -2.025000, -0.294000
269.83, 103.01, 251.32, -47.503000, -2.039000, -0.283000
280.27, 103.01, 251.32, -47.505000, -2.020000, -0.294000
290.70, 103.01, 251.32, -47.499000, -2.026000, -0.294000
301.14, 103.01, 251.32, -47.499000, -2.020000, -0.307000
311.57, 103.01, 251.32, -47.499000, -2.016000, -0.302000
322.01, 103.01, 251.32, -47.497000, -2.015000, -0.303000
332.44, 103.01, 251.32, -47.500000, -2.020000, -0.284000
342.88, 103.01, 251.32, -47.503000, -2.011000, -0.296000
353.31, 103.01, 251.32, -47.501000, -2.015000, -0.272000
374.18, 113.44, 251.32, -47.415000, -1.972000, -0.254000
363.75, 113.44, 251.32, -47.461000, -1.999000, -0.259000
353.31, 113.44, 251.32, -47.482000, -1.994000, -0.276000
342.88, 113.44, 251.32, -47.500000, -2.003000, -0.298000
332.44, 113.44, 251.32, -47.500000, -2.010000, -0.289000
322.01, 113.44, 251.32, -47.503000, -2.019000, -0.298000
311.57, 113.44, 251.32, -47.503000, -2.016000, -0.309000
301.14, 113.44, 251.32, -47.501000, -2.029000, -0.295000
290.70, 113.44, 251.32, -47.504000, -2.021000, -0.298000
280.27, 113.44, 251.32, -47.508000, -2.018000, -0.302000
269.83, 113.44, 251.32, -47.509000, -2.026000, -0.292000
259.40, 113.44, 251.32, -47.508000, -2.031000, -0.293000
248.96, 113.44, 251.32, -47.508000, -2.023000, -0.291000
238.53, 113.44, 251.32, -47.512000, -2.016000, -0.291000
228.09, 113.44, 251.32, -47.515000, -2.016000, -0.289000
217.66, 113.44, 251.32, -47.517000, -2.014000, -0.288000
207.22, 113.44, 251.32, -47.518000, -2.010000, -0.287000
196.79, 113.44, 251.32, -47.523000, -2.014000, -0.287000
186.35, 113.44, 251.32, -47.524000, -2.014000, -0.288000
175.92, 113.44, 251.32, -47.526000, -2.008000, -0.303000
165.49, 113.44, 251.32, -47.532000, -2.006000, -0.313000
155.05, 113.44, 251.32, -47.523000, -2.009000, -0.338000
144.62, 123.88, 251.32, -47.494000, -2.016000, -0.343000
155.05, 123.88, 251.32, -47.505000, -2.007000, -0.320000
165.49, 123.88, 251.32, -47.517000, -2.004000, -0.315000
175.92, 123.88, 251.32, -47.522000, -2.000000, -0.300000
186.35, 123.88, 251.32, -47.520000, -2.008000, -0.304000
196.79, 123.88, 251.32, -47.516000, -2.003000, -0.300000
207.22, 123.88, 251.32, -47.516000, -2.002000, -0.288000
217.66, 123.88, 251.32, -47.518000, -2.021000, -0.302000
228.09, 123.88, 251.32, -47.515000, -2.010000, -0.288000
238.53, 123.88, 251.32, -47.511000, -2.022000, -0.294000
248.96, 123.88, 251.32, -47.512000, -2.020000, -0.293000
259.40, 123.88, 251.32, -47.506000, -2.020000, -0.294000
269.83, 123.88, 251.32, -47.509000, -2.026000, -0.296000
280.27, 123.88, 251.32, -47.509000, -2.023000, -0.298000
290.70, 123.88, 251.32, -47.508000, -2.016000, -0.293000
301.14, 123.88, 251.32, -47.508000, -2.026000, -0.298000
311.57, 123.88, 251.32, -47.501000, -2.016000, -0.305000
322.01, 123.88, 251.32, -47.503000, -2.014000, -0.304000
332.44, 123.88, 251.32, -47.497000, -2.004000, -0.300000
342.88, 123.88, 251.32, -47.494000, -2.006000, -0.297000
353.31, 123.88, 251.32, -47.483000, -1.992000, -0.313000
363.75, 123.88, 251.32, -47.462000, -1.987000, -0.306000
374.18, 134.31, 251.32, -47.458000, -1.972000, -0.369000
363.75, 134.31, 251.32, -47.473000, -1.978000, -0.321000
353.31, 134.31, 251.32, -47.487000, -1.990000, -0.316000
342.88, 134.31, 251.32, -47.499000, -1.998000, -0.306000
332.44, 134.31, 251.32, -47.504000, -2.005000, -0.304000
322.01, 134.31, 251.32, -47.507000, -2.009000, -0.296000
311.57, 134.31, 251.32, -47.506000, -2.006000, -0.296000
301.14, 134.31, 251.32, -47.509000, -2.019000, -0.310000
290.70, 134.31, 251.32, -47.508000, -2.021000, -0.298000
280.27, 134.31, 251.32, -47.508000, -2.013000, -0.292000
269.83, 134.31, 251.32, -47.511000, -2.020000, -0.299000
259.40, 134.31, 251.32, -47.511000, -2.013000, -0.284000
248.96, 134.31, 251.32, -47.510000, -2.025000, -0.289000
238.53, 134.31, 251.32, -47.518000, -2.020000, -0.302000
228.09, 134.31, 251.32, -47.509000, -2.004000, -0.288000
217.66, 134.31, 251.32, -47.516000, -2.018000, -0.292000
207.22, 134.31, 251.32, -47.512000, -1.999000, -0.303000
196.79, 134.31, 251.32, -47.515000, -1.999000, -0.299000
186.35, 134.31, 251.32, -47.519000, -2.006000, -0.302000
175.92, 134.31, 251.32, -47.513000, -1.990000, -0.306000
165.49, 134.31, 251.32, -47.510000, -1.996000, -0.310000
155.05, 134.31, 251.32, -47.500000, -1.991000, -0.320000
144.62, 144.75, 251.32, -47.486000, -1.979000, -0.308000
155.05, 144.75, 251.32, -47.495000, -1.996000, -0.302000
165.49, 144.75, 251.32, -47.504000, -1.988000, -0.305000
175.92, 144.75, 251.32, -47.514000, -1.997000, -0.296000
186.35, 144.75, 251.32, -47.516000, -1.999000, -0.292000
196.79, 144.75, 251.32, -47.515000, -2.004000, -0.304000
207.22, 144.75, 251.32, -47.513000, -2.003000, -0.298000
217.66, 144.75, 251.32, -47.512000, -2.003000, -0.297000
228.09, 144.75, 251.32, -47.520000, -2.016000, -0.293000
238.53, 144.75, 251.32, -47.510000, -2.014000, -0.288000
248.96, 144.75, 251.32, -47.515000, -2.017000, -0.295000
259.40, 144.75, 251.32, -47.513000, -2.016000, -0.296000
269.83, 144.75, 251.32, -47.513000, -2.025000, -0.288000
280.27, 144.75, 251.32, -47.515000, -2.011000, -0.298000
290.70, 144.75, 251.32, -47.514000, -2.019000, -0.289000
301.14, 144.75, 251.32, -47.512000, -2.013000, -0.292000
311.57, 144.75, 251.32, -47.515000, -2.007000, -0.293000
322.01, 144.75, 251.32, -47.513000, -2.009000, -0.300000
332.44, 144.75, 251.32, -47.505000, -2.005000, -0.304000
342.88, 144.75, 251.32, -47.509000, -1.999000, -0.315000
353.31, 144.75, 251.32, -47.499000, -1.984000, -0.325000
363.75, 144.75, 251.32, -47.496000, -1.983000, -0.326000
374.18, 155.18, 251.32, -47.512000, -1.984000, -0.343000
363.75, 155.18, 251.32, -47.513000, -1.982000, -0.325000
353.31, 155.18, 251.32, -47.509000, -1.995000, -0.309000
342.88, 155.18, 251.32, -47.513000, -2.005000, -0.305000
332.44, 155.18, 251.32, -47.516000, -2.005000, -0.295000
322.01, 155.18, 251.32, -47.514000, -2.007000, -0.283000
311.57, 155.18, 251.32, -47.516000, -2.021000, -0.287000
301.14, 155.18, 251.32, -47.512000, -2.007000, -0.291000
290.70, 155.18, 251.32, -47.512000, -2.015000, -0.283000
280.27, 155.18, 251.32, -47.513000, -2.010000, -0.285000
269.83, 155.18, 251.32, -47.513000, -2.018000, -0.295000
259.40, 155.18, 251.32, -47.511000, -2.011000, -0.284000
248.96, 155.18, 251.32, -47.512000, -2.014000, -0.299000
238.53, 155.18, 251.32, -47.512000, -2.004000, -0.289000
228.09, 155.18, 251.32, -47.512000, -2.007000, -0.293000
217.66, 155.18, 251.32, -47.513000, -1.993000, -0.299000
207.22, 155.18, 251.32, -47.513000, -2.000000, -0.295000
196.79, 155.18, 251.32, -47.519000, -1.998000, -0.298000
186.35, 155.18, 251.32, -47.515000, -1.994000, -0.296000
175.92, 155.18, 251.32, -47.512000, -1.996000, -0.300000
165.49, 155.18, 251.32, -47.509000, -1.990000, -0.294000
155.05, 155.18, 251.32, -47.501000, -1.986000, -0.304000
144.62, 165.62, 251.32, -47.497000, -1.976000, -0.292000
155.05, 165.62, 251.32, -47.498000, -1.980000, -0.291000
165.49, 165.62, 251.32, -47.510000, -1.984000, -0.292000
175.92, 165.62, 251.32, -47.514000, -1.990000, -0.292000
186.35, 165.62, 251.32, -47.516000, -1.984000, -0.302000
196.79, 165.62, 251.32, -47.516000, -1.993000, -0.299000
207.22, 165.62, 251.32, -47.513000, -1.994000, -0.298000
217.66, 165.62, 251.32, -47.514000, -1.999000, -0.284000
228.09, 165.62, 251.32, -47.507000, -2.006000, -0.289000
238.53, 165.62, 251.32, -47.511000, -2.013000, -0.295000
248.96, 165.62, 251.32, -47.513000, -2.016000, -0.294000
259.40, 165.62, 251.32, -47.511000, -2.009000, -0.283000
269.83, 165.62, 251.32, -47.509000, -2.010000, -0.273000
280.27, 165.62, 251.32, -47.513000, -2.008000, -0.285000
290.70, 165.62, 251.32, -47.517000, -2.011000, -0.287000
301.14, 165.62, 251.32, -47.514000, -2.016000, -0.285000
311.57, 165.62, 251.32, -47.517000, -2.007000, -0.282000
322.01, 165.62, 251.32, -47.519000, -2.009000, -0.287000
332.44, 165.62, 251.32, -47.520000, -2.009000, -0.288000
342.88, 165.62, 251.32, -47.527000, -2.000000, -0.303000
353.31, 165.62, 251.32, -47.521000, -1.996000, -0.315000
363.75, 165.62, 251.32, -47.522000, -1.992000, -0.318000
374.18, 176.05, 251.32, -47.527000, -1.990000, -0.300000
363.75, 176.05, 251.32, -47.532000, -1.991000, -0.302000
353.31, 176.05, 251.32, -47.536000, -2.008000, -0.292000
